                 Pitcher  G  W  L  SV  HLD  CG  SHO  BF   IP   H  HR  SO  BB  IBB  HB  WP  R  ER     ERA    FIP  kwERA   WHIP ERA+ FIP- kwERA-    Diff    HR%     K%    BB%   K-BB%     GB%  Chase%    Con% SwStr%   CSW%  FB Velo                Team Age  T League
95            Kutani Ryu  1  0  0   0    0   0    0   4  1.0   0   0   0   1    0   0   0  0   0    0.00   6.05   7.30   1.00  999  191    217   -6.05   0.0%   0.0%  25.0%  -25.0%   33.3%   22.2%   50.0%  18.8%  37.5%     89.3      Rakuten Eagles  26  R     PL
96      Nishigaki Masaya  1  0  0   0    0   0    0   4  1.0   0   0   2   1    0   0   0  0   0    0.00   2.05   2.30   1.00  999   65     69   -2.05   0.0%  50.0%  25.0%   25.0%  100.0%   30.0%   40.0%  20.0%  33.3%     93.5      Rakuten Eagles  27  R     PL
97           Shoji Kosei  1  1  0   0    0   0    0  28  8.0   4   0   9   0    0   0   0  0   0    0.00   0.80   1.59   0.50  999   25     47   -0.80   0.0%  32.1%   0.0%   32.1%   42.1%   46.3%   67.2%  18.1%  35.2%     93.9      Rakuten Eagles  25  R     PL
98         Sung Chia-Hao  2  0  0   0    0   0    0   7  2.0   1   0   1   1    0   0   0  0   0    0.00   3.55   4.80   1.00  999  112    143   -3.55   0.0%  14.3%  14.3%    0.0%   80.0%   27.8%   73.3%  12.9%  22.6%     91.4      Rakuten Eagles  33  R     PL
99           Suzuki Sora  1  0  0   0    0   0    0   5  1.0   1   0   0   1    0   0   0  0   0    0.00   6.05   6.80   2.00  999  191    203   -6.05   0.0%   0.0%  20.0%  -20.0%   75.0%   28.6%  100.0%   0.0%  23.1%     92.2      Rakuten Eagles  29  L     PL
100       Takinaka Ryota  1  0  1   0    0   0    0  20  3.2   4   1   4   4    0   1   0  2   2    4.91   8.51   4.80   2.18   65  268    143   -3.60   5.0%  20.0%  20.0%    0.0%    9.1%   20.8%   67.9%  10.5%  33.7%     89.9      Rakuten Eagles  31  R     PL
101       Tanaka Chiharu  1  0  0   0    0   0    0   4  0.2   3   0   1   0    0   0   0  1   1   13.50   0.05   2.30   4.50   24    2     69   13.45   0.0%  25.0%   0.0%   25.0%   66.7%   50.0%   66.7%  16.7%  41.7%     92.2      Rakuten Eagles  25  R     PL
102     Tsurusaki Taisei  2  0  0   0    0   0    0   9  2.0   2   1   2   1    0   0   0  1   1    4.50   9.05   3.69   1.50   71  285    110   -4.55  11.1%  22.2%  11.1%   11.1%   66.7%   30.8%   50.0%  24.1%  44.8%     92.8      Rakuten Eagles  28  R     PL
103          Uchi Seiryu  1  0  0   0    0   0    0   9  1.1   3   0   2   2    0   0   1  3   3   20.25   4.55   4.80   3.75   16  144    143   15.70   0.0%  22.2%  22.2%    0.0%   40.0%   23.5%   81.8%   7.1%  21.4%     91.9      Rakuten Eagles  24  R     PL
104          Fuji Yamato  1  0  0   0    0   0    0   5  0.0   5   1   0   0    0   0   0  5   5            nan   4.80    nan    0  nan    143          20.0%   0.0%   0.0%    0.0%   20.0%    8.3%  100.0%   0.0%  14.3%     90.5         Seibu Lions  19  L     PL
105         Hamaya Shota  1  0  0   0    0   0    0   4  1.0   1   0   2   0    0   0   0  0   0    0.00  -0.95  -0.20   1.00  999  -28     -6    0.95   0.0%  50.0%   0.0%   50.0%    0.0%   11.1%   60.0%  11.1%  38.9%     89.7         Seibu Lions  27  L     PL
106        Itogawa Ryota  1  0  0   0    0   0    0   4  1.0   1   1   1   0    0   0   0  1   1    9.00  14.05   2.30   1.00   37  421     69   -5.05  25.0%  25.0%   0.0%   25.0%   66.7%   20.0%   87.5%   5.9%  11.8%     89.5         Seibu Lions  28  R     PL
107        Kuroda Masaya  1  0  0   0    0   0    0   4  1.0   1   0   0   0    0   0   0  0   0    0.00   3.05   4.80   1.00  999   91    143   -3.05   0.0%   0.0%   0.0%    0.0%   75.0%   37.5%   87.5%   6.2%  25.0%     93.5         Seibu Lions  22  R     PL
108        Nakamura Yuta  1  0  0   0    0   0    0   7  1.0   2   0   2   1    0   0   0  2   1    9.00   2.05   3.37   3.00   37   61    100    6.95   0.0%  28.6%  14.3%   14.3%   50.0%   13.3%   66.7%  10.3%  34.5%     88.7         Seibu Lions  30  R     PL
109          Taira Kaima  1  1  0   0    0   1    1  35  9.0   5   0   5   2    0   1   0  0   0    0.00   2.94   3.94   0.78  999   88    117   -2.94   0.0%  14.3%   5.7%    8.6%   44.4%   32.8%   80.7%   9.2%  28.6%     95.0         Seibu Lions  26  R     PL
110     Takeuchi Natsuki  1  0  1   0    0   0    0  22  5.0   7   0   2   0    0   0   0  4   4    7.20   2.25   3.89   1.40   46   67    116    4.95   0.0%   9.1%   0.0%    9.1%   35.0%   25.6%   73.7%  11.4%  29.5%     91.3         Seibu Lions  24  L     PL
111      Watanabe Yutaro  1  0  1   0    0   0    0  28  7.0   6   0   6   2    0   0   0  2   2    2.57   2.20   3.37   1.14  130   66    100    0.37   0.0%  21.4%   7.1%   14.3%   60.0%   27.7%   82.5%   8.9%  27.7%     92.1         Seibu Lions  25  R     PL
112        Arihara Kohei  1  0  1   0    0   0    0  30  6.0  10   0   5   2    0   1   1  7   5    7.50   2.89   3.80   2.00   47   81    113    4.61   0.0%  16.7%   6.7%   10.0%   36.4%   15.4%   72.3%  11.6%  30.4%     90.5  Nipponham Fighters  33  R     PL
113        Fukutani Koji  1  0  0   0    0   0    0   4  1.0   1   1   0   0    0   0   0  1   1    9.00  16.05   4.80   1.00   39  453    143   -7.05  25.0%   0.0%   0.0%    0.0%   50.0%   12.5%   85.7%   5.9%  23.5%     92.4  Nipponham Fighters  35  R     PL
114     Gu Lin Ruei-Yang  1  0  1   0    0   0    0   6  0.2   2   0   1   2    0   0   1  1   1   13.50   9.05   6.47   6.00   26  256    193    4.45   0.0%  16.7%  33.3%  -16.7%    0.0%   15.4%   77.8%   8.3%  20.8%     95.4  Nipponham Fighters  26  R     PL
115       Ikeda Takahide  1  0  0   0    0   0    0   1  0.1   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   86    143   -3.05   0.0%   0.0%   0.0%    0.0%    0.0%    nan%  100.0%   0.0%   0.0%     89.5  Nipponham Fighters  31  R     PL
116          Itoh Hiromi  1  0  0   0    0   0    0  27  5.2   9   3   4   0    0   0   0  5   5    7.94   8.52   3.32   1.59   45  241     99   -0.58  11.1%  14.8%   0.0%   14.8%    8.7%   21.6%   85.4%   6.7%  27.8%     92.3  Nipponham Fighters  28  R     PL
117     Shimamoto Hiroya  1  0  0   0    0   0    0   1  0.1   0   0   0   0    0   0   0  0   0    0.00   3.05   4.80   0.00  999   86    143   -3.05   0.0%   0.0%   0.0%    0.0%  100.0%   66.7%  100.0%   0.0%   0.0%      0.0  Nipponham Fighters  33  L     PL
118           Tatsu Kota  1  0  1   0    0   0    0  23  4.2   6   0   4   2    0   1   0  5   5    9.64   3.27   3.93   1.71   37   92    117    6.37   0.0%  17.4%   8.7%    8.7%   68.8%   25.0%   76.6%  12.0%  28.3%     93.8  Nipponham Fighters  22  R     PL
119         Uehara Kenta  1  0  0   0    0   0    0   5  1.1   0   0   2   1    0   0   0  0   0    0.00   2.30   2.80   0.75  999   65     83   -2.30   0.0%  40.0%  20.0%   20.0%   50.0%   45.5%   55.6%  22.2%  33.3%     92.8  Nipponham Fighters  32  L     PL
120      Yamamoto Takumi  2  0  0   0    0   0    0   8  2.0   1   0   1   1    0   0   0  1   1    4.50   3.55   4.80   1.00   79  100    143    0.95   0.0%  12.5%  12.5%    0.0%   40.0%   18.8%   70.6%  15.2%  21.2%     92.7  Nipponham Fighters  26  R     PL
121     Yamasaki Sachiya  2  0  0   0    0   0    0   9  2.0   3   0   1   1    0   0   0  0   0    0.00   3.55   4.80   2.00  999  100    143   -3.55   0.0%  11.1%  11.1%    0.0%   42.9%   12.5%   90.9%   3.6%  14.3%     88.3  Nipponham Fighters  33  L     PL
