Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Kuwahara Takuya,4,2,1,0,0,0,83,19.2,17,2,12,7,0,0,1,6,5,2.29,4.72,4.20,1.22,165,107,109,-2.43,2.4%,14.5%,8.4%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Miyaguni Ryosuke,4,2,1,0,0,0,75,17.0,18,1,15,5,0,1,0,10,7,3.71,3.61,3.47,1.35,102,82,90,0.10,1.3%,20.0%,6.7%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Naoe Daisuke,5,2,2,0,0,0,104,24.0,23,3,23,7,0,1,2,13,13,4.88,4.26,3.26,1.25,77,97,84,0.62,2.9%,22.1%,6.7%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Nogami Ryoma,18,0,3,0,0,0,211,47.0,58,8,28,17,0,0,3,27,26,4.98,5.66,4.28,1.60,76,129,111,-0.68,3.8%,13.3%,8.1%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Numata Shohei,33,5,1,6,0,0,144,34.2,28,4,35,15,2,1,1,11,11,2.86,4.42,3.41,1.24,132,100,88,-1.56,2.8%,24.3%,10.4%,13.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohe Ryusei,8,0,0,0,0,0,37,8.0,10,0,11,2,0,0,0,3,3,3.38,1.56,2.37,1.50,111,35,61,1.82,0.0%,29.7%,5.4%,24.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohta Ryu,17,5,6,0,0,0,381,90.1,104,9,60,26,0,3,2,44,41,4.08,4.48,3.91,1.44,92,102,101,-0.40,2.4%,15.7%,6.8%,8.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohtake Kan,4,1,0,0,0,0,15,4.0,4,0,2,0,0,0,0,0,0,0.00,2.56,3.47,1.00,999,58,90,-2.56,0.0%,13.3%,0.0%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ramos Reimin,9,0,0,0,0,0,39,10.2,5,0,11,3,0,0,1,1,1,0.84,2.34,2.75,0.75,449,53,71,-1.50,0.0%,28.2%,7.7%,20.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sakurai Toshiki,4,2,0,0,0,0,66,17.0,16,0,10,5,0,1,0,3,3,1.59,3.44,4.04,1.24,237,78,104,-1.85,0.0%,15.2%,7.6%,7.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sanchez Angel,2,0,1,0,0,0,41,9.1,5,1,8,8,0,0,1,7,6,5.79,5.81,4.80,1.39,65,132,124,-0.02,2.4%,19.5%,19.5%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sawamura Hirokazu,7,0,1,0,0,0,34,7.0,4,0,2,10,1,0,1,5,1,1.29,7.27,7.15,2.00,292,165,185,-5.98,0.0%,5.9%,29.4%,-23.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Taguchi Kazuto,3,0,0,0,0,0,28,9.0,2,0,10,1,0,0,0,0,0,0.00,1.67,1.59,0.33,999,38,41,-1.67,0.0%,35.7%,3.6%,32.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tahara Seiji,35,1,1,0,0,0,136,29.1,39,1,18,11,1,2,0,26,23,7.06,4.10,4.29,1.70,53,93,111,2.96,0.7%,13.2%,8.1%,5.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takahashi Yuki,5,1,2,0,0,0,103,21.0,29,2,15,18,0,1,0,17,14,6.00,6.08,5.09,2.24,63,138,132,-0.08,1.9%,14.6%,17.5%,-2.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takai Suguru,1,1,0,0,0,0,8,2.0,0,0,2,3,0,0,0,0,0,0.00,6.06,6.05,1.50,999,138,156,-6.06,0.0%,25.0%,37.5%,-12.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takanashi Yuhei,1,0,0,0,0,0,3,0.2,1,0,0,0,0,0,0,0,0,0.00,3.56,4.80,1.50,999,81,124,-3.56,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takata Hosei,1,0,0,0,0,0,6,0.2,3,0,1,1,0,0,0,2,2,27.00,5.06,4.80,6.00,14,115,124,21.94,0.0%,16.7%,16.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanaka Toyoki,12,1,0,3,0,0,43,11.1,6,0,19,3,0,0,2,3,3,2.38,1.00,1.08,0.79,158,23,28,1.38,0.0%,44.2%,7.0%,37.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanaka Yudai,12,0,1,0,0,0,48,9.1,10,1,9,8,0,2,0,7,6,5.79,6.23,4.59,1.93,65,142,119,-0.44,2.1%,18.8%,16.7%,2.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanioka Tappei,3,0,0,0,0,0,12,3.0,2,0,0,1,0,0,0,1,1,3.00,4.56,5.63,1.00,126,104,145,-1.56,0.0%,0.0%,8.3%,-8.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tatsumi Daisuke,2,0,0,0,0,0,5,0.1,3,0,0,1,0,0,1,3,3,81.00,12.56,6.80,12.00,5,286,176,68.44,0.0%,0.0%,20.0%,-20.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Vieira Thyago,16,0,0,5,0,0,59,15.1,10,0,17,2,0,2,1,3,3,1.76,2.12,2.26,0.78,214,48,58,-0.36,0.0%,28.8%,3.4%,25.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamakawa Tomohiro,17,5,2,0,0,0,157,39.2,28,4,37,15,0,1,1,11,11,2.50,4.21,3.40,1.08,151,96,88,-1.71,2.5%,23.6%,9.6%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yokogawa Kai,7,1,1,0,0,0,91,20.2,19,1,10,9,0,3,1,10,8,3.48,4.96,4.69,1.35,108,113,121,-1.48,1.1%,11.0%,9.9%,1.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Hara Juri,10,0,4,0,0,0,172,39.0,48,6,26,6,0,3,2,26,22,5.08,4.91,3.64,1.38,72,114,94,0.17,3.5%,15.1%,3.5%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Higuma Julius,10,0,0,0,0,0,59,12.1,13,1,7,9,0,1,1,6,6,4.38,5.91,5.14,1.78,84,138,133,-1.53,1.7%,11.9%,15.3%,-3.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Hoshi Tomoya,6,0,0,1,0,0,29,7.0,6,2,6,2,0,0,0,3,3,3.86,6.41,3.42,1.14,95,149,88,-2.55,6.9%,20.7%,6.9%,13.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ichikawa Yuta,12,0,4,0,0,0,126,28.0,30,5,22,9,0,3,0,24,17,5.46,5.59,3.77,1.39,67,130,97,-0.13,4.0%,17.5%,7.1%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Igarashi Ryota,23,1,0,1,0,0,102,22.2,25,4,13,9,0,0,0,14,13,5.16,5.89,4.41,1.50,71,137,114,-0.73,3.9%,12.7%,8.8%,3.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ishikawa Masanori,2,0,0,0,0,0,26,6.0,5,1,2,3,0,0,0,3,2,3.00,6.56,5.18,1.33,123,153,134,-3.56,3.8%,7.7%,11.5%,-3.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kanakubo Yuto,14,1,2,0,0,0,134,31.1,33,3,21,11,0,0,3,18,14,4.02,4.51,4.05,1.40,91,105,105,-0.49,2.2%,15.7%,8.2%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kazahari Ren,19,3,0,3,0,0,77,19.2,18,0,13,5,1,0,0,5,4,1.83,3.00,3.76,1.17,201,70,97,-1.17,0.0%,16.9%,6.5%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Koch Matt,13,5,2,0,0,0,152,36.1,34,5,17,9,0,2,3,19,16,3.96,5.32,4.27,1.18,93,124,110,-1.36,3.3%,11.2%,5.9%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kondoh Kazuki,14,2,1,2,0,0,55,13.2,11,0,11,3,0,0,1,3,3,1.98,2.60,3.35,1.02,186,61,87,-0.62,0.0%,20.0%,5.5%,14.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Konno Ryuta,12,0,1,0,0,0,61,13.1,10,0,13,11,0,0,2,7,6,4.05,4.08,4.47,1.58,91,95,116,-0.03,0.0%,21.3%,18.0%,3.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kubo Takuma,12,2,1,0,0,0,140,33.2,28,0,35,13,0,2,3,10,10,2.67,2.81,3.23,1.22,138,65,83,-0.14,0.0%,25.0%,9.3%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kuramoto Harutaka,17,2,0,1,0,0,69,15.2,17,1,8,10,0,2,1,8,7,4.02,5.66,5.09,1.72,91,132,132,-1.64,1.4%,11.6%,14.5%,-2.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Nakao Hikaru,21,0,1,1,0,0,92,23.0,16,2,26,10,1,1,2,7,7,2.74,3.86,3.06,1.13,134,90,79,-1.12,2.2%,28.3%,10.9%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Nakazawa Masato,9,0,0,1,0,0,30,8.0,4,0,11,1,0,0,1,0,0,0.00,1.18,1.47,0.62,999,27,38,-1.18,0.0%,36.7%,3.3%,33.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ohnishi Hiroki,14,3,3,0,1,0,228,53.2,61,4,34,14,0,0,3,31,21,3.52,4.04,3.92,1.40,104,94,101,-0.52,1.8%,14.9%,6.1%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ohshita Yuma,13,1,0,0,0,0,49,12.2,13,2,9,0,0,0,2,6,6,4.26,4.19,2.96,1.03,86,98,76,0.07,4.1%,18.4%,0.0%,18.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Okugawa Yasunobu,7,1,1,0,0,0,69,19.2,11,1,18,2,0,0,0,4,4,1.83,2.69,2.48,0.66,201,63,64,-0.86,1.4%,26.1%,2.9%,23.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Saiuchi Hiroaki,1,1,0,0,0,0,20,6.0,3,0,5,0,0,0,0,0,0,0.00,1.89,2.30,0.50,999,44,59,-1.89,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sakamoto Koshiro,28,0,2,2,0,0,147,30.0,34,4,28,20,0,4,1,18,15,4.50,5.82,4.26,1.80,82,136,110,-1.32,2.7%,19.0%,13.6%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Suarez Albert,4,1,1,0,0,0,67,13.0,24,0,12,6,0,0,2,15,15,10.38,3.09,3.90,2.31,35,72,101,7.29,0.0%,17.9%,9.0%,8.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sugiyama Koki,9,0,0,0,0,0,37,7.0,5,0,3,10,0,1,1,5,4,5.14,7.41,6.69,2.14,72,173,173,-2.27,0.0%,8.1%,27.0%,-18.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Suzuki Yuta,24,1,2,2,0,0,108,23.2,29,6,16,9,0,2,3,14,13,4.94,6.89,4.15,1.61,74,161,107,-1.95,5.6%,14.8%,8.3%,6.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Tagawa Kengo,20,0,1,2,0,0,145,37.0,30,2,41,9,0,1,3,8,8,1.95,2.85,2.59,1.05,189,66,67,-0.90,1.4%,28.3%,6.2%,22.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Takahashi Keiji,4,2,0,0,0,0,78,21.0,11,0,20,6,0,2,1,3,3,1.29,2.79,3.01,0.81,285,65,78,-1.50,0.0%,25.6%,7.7%,17.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Terashima Naruki,9,1,0,0,0,0,40,11.1,6,0,15,0,0,0,0,0,0,0.00,0.91,1.05,0.53,999,21,27,-0.91,0.0%,37.5%,0.0%,37.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Umeno Yugo,5,0,0,0,0,0,22,5.0,4,1,3,1,0,0,0,3,0,0.00,5.56,3.89,1.00,999,130,101,-5.56,4.5%,13.6%,4.5%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yamada Hiroki,15,2,6,0,0,0,270,63.1,76,11,33,17,0,3,0,36,32,4.55,5.72,4.21,1.47,81,133,109,-1.17,4.1%,12.2%,6.3%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yamanaka Hirofumi,8,0,3,0,0,0,120,28.0,29,7,10,8,0,2,0,15,15,4.82,7.16,4.63,1.32,76,167,120,-2.34,5.8%,8.3%,6.7%,1.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ynoa Gabriel,8,1,3,0,0,0,148,36.0,31,5,19,9,0,2,0,16,14,3.50,5.22,4.12,1.11,105,122,106,-1.72,3.4%,12.8%,6.1%,6.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yoshida Daiki,3,2,0,0,0,0,41,10.0,10,0,14,2,0,1,1,2,2,1.80,1.66,1.87,1.20,204,39,48,0.14,0.0%,34.1%,4.9%,29.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Achira Takuma,12,0,0,0,0,0,100,24.2,21,2,16,8,0,1,0,10,6,2.19,4.41,4.00,1.18,193,89,103,-2.22,2.0%,16.0%,8.0%,8.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Brito Sandy,4,0,0,0,0,0,20,3.0,4,0,0,5,0,1,2,6,5,15.00,9.56,7.30,3.00,28,194,189,5.44,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Fujishima Kento,15,1,1,1,0,0,60,15.0,13,1,19,2,0,0,0,4,4,2.40,2.29,1.97,1.00,176,46,51,0.11,1.7%,31.7%,3.3%,28.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Fukutani Koji,3,1,0,0,0,0,46,11.0,10,0,9,2,0,0,0,3,1,0.82,2.46,3.28,1.09,516,50,85,-1.64,0.0%,19.6%,4.3%,15.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Gonzalez Luis,6,0,0,1,0,0,26,7.0,4,1,11,1,0,0,0,2,2,2.57,2.70,0.95,0.71,165,55,25,-0.13,3.8%,42.3%,3.8%,38.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Hamada Tatsuro,25,0,1,1,0,0,84,20.0,16,0,20,7,0,1,0,8,3,1.35,2.76,3.25,1.15,313,56,84,-1.41,0.0%,23.8%,8.3%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Hamada Tomohiro,26,0,1,0,0,0,81,16.2,23,1,9,9,0,1,1,11,11,5.94,5.06,4.80,1.92,71,103,124,0.88,1.2%,11.1%,11.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Hashimoto Yuki,11,0,1,0,0,0,79,19.1,22,1,13,0,0,0,0,7,7,3.26,2.88,3.15,1.14,130,58,81,0.38,1.3%,16.5%,0.0%,16.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishida KentoMarc,23,0,1,3,0,0,87,22.0,19,3,15,5,0,1,0,6,5,2.05,4.78,3.65,1.09,206,97,94,-2.73,3.4%,17.2%,5.7%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishikawa Sho,3,0,0,0,0,0,14,3.0,1,0,3,4,0,1,1,2,2,6.00,6.56,5.51,1.67,70,133,142,-0.56,0.0%,21.4%,28.6%,-7.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Itoh Junki,8,0,1,2,0,0,25,6.0,6,0,6,2,0,0,0,3,3,4.50,2.56,3.20,1.33,94,52,83,1.94,0.0%,24.0%,8.0%,16.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kasahara Shotaro,10,2,3,0,0,0,213,49.1,49,4,32,17,0,2,1,25,22,4.01,4.47,4.10,1.34,105,91,106,-0.46,1.9%,15.0%,8.0%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Katsuno Akiyoshi,4,1,0,0,1,0,73,20.1,9,0,11,4,0,1,1,2,2,0.89,3.21,3.84,0.64,475,65,99,-2.32,0.0%,15.1%,5.5%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kinoshita Yusuke,8,0,1,0,0,0,36,8.2,8,0,6,2,1,0,0,1,0,0.00,2.86,3.69,1.15,999,58,95,-2.86,0.0%,16.7%,5.6%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Maruyama Taisuke,1,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.56,4.80,1.00,999,72,124,-3.56,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matayoshi Katsuki,6,1,0,0,0,0,22,5.1,6,0,6,0,0,0,0,0,0,0.00,1.30,2.07,1.13,999,26,53,-1.30,0.0%,27.3%,0.0%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsuba Takahiro,2,1,1,0,0,0,52,13.0,14,0,7,2,0,0,0,8,8,5.54,2.94,3.84,1.23,76,60,99,2.60,0.0%,13.5%,3.8%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Mitsuma Takuya,23,1,2,0,0,0,92,21.2,19,0,24,7,0,3,1,14,12,4.98,2.72,2.95,1.20,85,55,76,2.26,0.0%,26.1%,7.6%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ogasawara Shinnosuke,8,1,3,0,1,0,206,50.1,56,3,27,11,0,2,4,26,23,4.11,4.03,4.02,1.33,103,82,104,0.08,1.5%,13.1%,5.3%,7.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Oguma Ryosuke,12,0,2,0,0,0,84,17.2,28,2,16,3,0,3,1,12,10,5.09,4.23,3.25,1.75,83,86,84,0.86,2.4%,19.0%,3.6%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ohkura Akito,12,0,0,0,0,0,54,11.2,11,2,10,8,0,1,0,9,8,6.17,6.38,4.43,1.63,69,129,114,-0.21,3.7%,18.5%,14.8%,3.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Okada Toshiya,8,0,3,0,0,0,57,11.1,17,2,9,9,0,0,2,13,13,10.32,6.64,4.80,2.29,41,135,124,3.68,3.5%,15.8%,15.8%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Okano Yuichiro,6,3,0,0,0,0,119,29.2,25,1,24,7,0,0,0,6,5,1.52,3.08,3.37,1.08,278,62,87,-1.56,0.8%,20.2%,5.9%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Rodriguez Yariel,6,3,0,0,0,0,79,22.2,7,0,18,8,0,2,0,1,1,0.40,3.29,3.53,0.66,1057,67,91,-2.89,0.0%,22.8%,10.1%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Satoh Yu,23,2,1,6,0,0,116,25.2,25,2,15,15,0,2,0,16,16,5.61,5.39,4.80,1.56,75,109,124,0.22,1.7%,12.9%,12.9%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Shimizu Tatsuya,11,4,1,0,1,0,182,45.2,30,1,40,15,0,2,1,12,7,1.38,3.20,3.43,0.99,306,65,89,-1.82,0.5%,22.0%,8.2%,13.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Suzuki Hiroshi,16,2,1,1,0,0,74,15.0,23,1,11,3,0,1,2,15,8,4.80,3.76,3.72,1.73,88,76,96,1.04,1.4%,14.9%,4.1%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Suzuki Shota,18,2,2,2,0,0,116,26.2,23,3,11,14,0,2,1,17,17,5.74,5.99,5.06,1.39,74,121,131,-0.25,2.6%,9.5%,12.1%,-2.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Tanimoto Keisuke,5,0,0,0,0,0,17,5.0,1,0,5,1,0,0,0,0,0,0.00,2.16,2.45,0.40,999,44,63,-2.16,0.0%,29.4%,5.9%,23.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Umetsu Kodai,3,0,1,0,0,0,37,8.0,12,1,5,2,0,1,0,7,7,7.88,5.06,3.99,1.75,54,103,103,2.82,2.7%,13.5%,5.4%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Yamai Daisuke,15,1,0,1,0,0,73,18.1,12,2,15,4,0,1,4,5,3,1.47,4.16,3.29,0.87,288,84,85,-2.69,2.7%,20.5%,5.5%,15.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Yamamoto Takumi,8,4,2,0,0,0,182,44.2,41,7,28,13,0,0,2,16,16,3.22,5.21,3.98,1.21,131,106,103,-1.99,3.8%,15.4%,7.1%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Yanagi Yuya,2,2,0,0,0,0,36,9.0,5,0,9,3,0,1,1,0,0,0.00,2.89,3.13,0.89,999,59,81,-2.89,0.0%,25.0%,8.3%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Yoshimi Kazuki,12,5,3,0,0,0,259,65.0,57,4,36,11,0,3,0,22,20,2.77,3.89,3.83,1.05,153,79,99,-1.12,1.5%,13.9%,4.2%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Albers Andrew,1,1,0,0,0,0,26,7.0,5,0,4,2,0,0,0,1,0,0.00,3.27,4.03,1.00,999,79,104,-3.27,0.0%,15.4%,7.7%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Aranishi Yudai,3,0,0,0,0,0,17,5.0,1,0,2,1,0,0,0,0,0,0.00,3.36,4.21,0.40,999,81,109,-3.36,0.0%,11.8%,5.9%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Azuma Kohei,6,0,2,0,0,0,94,18.1,30,0,13,12,0,2,1,15,14,6.87,4.43,4.69,2.29,52,107,121,2.44,0.0%,13.8%,12.8%,1.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Cho Yaku,5,2,1,0,0,0,92,21.1,24,1,16,5,0,3,2,6,5,2.11,3.79,3.60,1.36,168,92,93,-1.68,1.1%,17.4%,5.4%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Hidarisawa Yu,25,2,1,0,0,0,158,36.1,41,3,15,16,0,1,3,18,12,2.97,5.21,4.86,1.57,119,126,126,-2.24,1.9%,9.5%,10.1%,-0.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Higa Motoki,8,1,2,0,0,0,36,7.2,11,0,8,1,0,0,0,7,6,7.04,1.86,2.86,1.57,50,45,74,5.18,0.0%,22.2%,2.8%,19.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Higgins Tyler,2,0,0,0,0,0,8,2.0,1,0,3,1,0,0,1,1,1,4.50,2.06,2.30,1.00,79,50,59,2.44,0.0%,37.5%,12.5%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Honda Hitomi,14,4,5,0,1,0,343,78.2,103,3,55,18,0,2,4,39,36,4.12,3.42,3.72,1.54,86,83,96,0.70,0.9%,16.0%,5.2%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Iida Yuya,6,0,1,0,0,0,56,11.0,18,4,8,6,0,0,1,10,9,7.36,8.46,4.44,2.18,48,204,115,-1.10,7.1%,14.3%,10.7%,3.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kaida Tomoyuki,25,0,1,0,0,0,101,22.0,30,1,21,4,0,0,0,13,8,3.27,2.78,3.12,1.55,108,67,81,0.49,1.0%,20.8%,4.0%,16.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kambe Fumiya,3,0,1,0,0,0,13,2.1,5,0,1,1,0,0,0,6,5,19.29,3.98,4.80,2.57,18,96,124,15.31,0.0%,7.7%,7.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kaneda Kazuyuki,30,1,1,4,0,0,112,26.2,28,1,30,4,0,0,3,8,5,1.69,2.24,2.48,1.20,210,54,64,-0.55,0.9%,26.8%,3.6%,23.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kobayashi Keisuke,10,0,0,0,0,0,40,10.0,8,0,9,4,0,0,0,3,2,1.80,2.96,3.55,1.20,197,71,92,-1.16,0.0%,22.5%,10.0%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kondoh Taisuke,2,0,0,0,0,0,6,2.0,1,0,2,0,0,0,0,0,0,0.00,1.56,1.47,0.50,999,38,38,-1.56,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kuroki Yuta,2,0,0,0,0,0,8,2.0,0,0,3,2,0,0,0,0,0,0.00,3.56,3.55,1.00,999,86,92,-3.56,0.0%,37.5%,25.0%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
