Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,GB%,Chase%,Con%,SwStr%,CSW%,FB Velo,Team,Age,T,League
Ogata Shuto,9,1,0,0,0,0,0,54,11.1,14,2,11,6,0,0,1,7,7,5.56,5.04,3.87,1.76,58,140,108,0.52,3.7%,20.4%,11.1%,9.3%,24.3%,24.0%,77.3%,10.5%,27.3%,91.1,SoftBank Hawks,23,R,PL
Ohtake Koutaro,2,0,2,0,0,0,0,35,7.0,10,1,5,2,0,1,2,6,5,6.43,4.82,3.94,1.71,50,133,110,1.61,2.9%,14.3%,5.7%,8.6%,38.5%,18.5%,91.0%,4.0%,23.8%,86.6,SoftBank Hawks,27,L,PL
Ohzeki Tomohisa,21,7,6,0,0,2,2,409,101.1,88,8,70,28,0,4,1,37,33,2.93,3.70,3.77,1.14,110,102,105,-0.77,2.0%,17.1%,6.8%,10.3%,52.6%,23.9%,79.9%,9.2%,27.3%,91.4,SoftBank Hawks,24,L,PL
Okumura Masato,4,0,0,0,0,0,0,34,10.0,5,1,7,1,0,0,2,1,1,0.90,3.30,3.04,0.60,359,92,84,-2.40,2.9%,20.6%,2.9%,17.6%,57.7%,35.0%,73.8%,11.0%,33.1%,89.4,SoftBank Hawks,29,R,PL
Rea Colin,23,5,6,0,1,1,1,409,100.0,82,13,80,32,2,4,2,46,44,3.96,4.27,3.63,1.14,82,118,101,-0.31,3.2%,19.6%,7.8%,11.7%,42.3%,26.7%,79.9%,9.3%,26.3%,92.6,SoftBank Hawks,31,R,PL
Senga Koudai,22,11,6,0,0,1,0,568,144.0,103,7,156,49,0,3,2,37,31,1.94,2.65,2.92,1.06,167,73,81,-0.71,1.2%,27.5%,8.6%,18.8%,53.3%,29.6%,70.3%,13.8%,29.9%,96.0,SoftBank Hawks,29,R,PL
Shiino Arata,18,0,0,0,1,0,0,109,24.2,25,2,21,14,1,1,1,11,11,4.01,4.28,4.16,1.58,81,119,116,-0.27,1.8%,19.3%,12.8%,6.4%,56.5%,15.7%,81.0%,7.5%,26.6%,91.3,SoftBank Hawks,26,R,PL
Sugiyama Kazuki,10,1,3,0,0,0,0,194,42.1,45,10,37,26,0,1,4,33,32,6.80,6.34,4.23,1.68,48,176,118,0.46,5.2%,19.1%,13.4%,5.7%,43.4%,26.4%,77.4%,10.5%,24.7%,93.8,SoftBank Hawks,24,R,PL
Takahashi Rei,4,0,0,0,0,0,0,19,3.1,5,0,2,4,0,0,0,5,5,13.50,5.50,5.85,2.70,24,152,163,8.00,0.0%,10.5%,21.1%,-10.5%,61.5%,25.6%,89.5%,5.1%,14.1%,84.3,SoftBank Hawks,26,R,PL
Takeda Shota,10,2,1,0,0,0,0,126,28.0,25,2,34,15,0,3,0,8,8,2.57,3.53,3.29,1.43,126,98,91,-0.96,1.6%,27.0%,11.9%,15.1%,36.5%,26.7%,78.5%,9.3%,27.7%,93.8,SoftBank Hawks,29,R,PL
Tanaka Seigi,5,0,0,0,1,0,0,16,5.0,2,0,6,0,0,0,0,0,0,0.00,0.70,1.05,0.40,999,19,29,-0.70,0.0%,37.5%,0.0%,37.5%,30.0%,30.3%,67.6%,17.4%,30.4%,93.1,SoftBank Hawks,27,R,PL
Tanoue Sota,2,0,0,0,0,0,0,31,7.1,4,0,2,6,0,0,0,2,2,2.45,5.01,6.09,1.36,132,139,169,-2.56,0.0%,6.5%,19.4%,-12.9%,56.5%,25.4%,85.1%,6.0%,23.9%,91.1,SoftBank Hawks,19,R,PL
Taura Fumimaru,4,0,0,0,1,0,0,23,4.2,7,1,4,0,0,2,0,5,5,9.64,5.46,3.06,1.50,34,151,85,4.18,4.3%,17.4%,0.0%,17.4%,47.1%,29.6%,85.3%,7.1%,31.4%,87.8,SoftBank Hawks,22,L,PL
Tsumori Yuki,51,4,6,1,18,0,0,193,46.1,36,4,51,24,1,2,0,17,15,2.91,3.71,3.40,1.29,111,103,95,-0.80,2.1%,26.4%,12.4%,14.0%,47.3%,23.1%,74.4%,11.9%,28.0%,91.7,SoftBank Hawks,24,R,PL
Wada Tsuyoshi,17,7,4,0,0,0,0,324,81.0,64,3,75,22,0,1,0,28,25,2.78,2.58,3.16,1.06,116,72,88,0.20,0.9%,23.1%,6.8%,16.4%,42.7%,27.8%,75.3%,11.7%,30.4%,88.5,SoftBank Hawks,41,L,PL
Anraku Tomohiro,52,6,2,1,13,0,0,209,49.1,51,2,39,12,1,2,3,25,24,4.38,2.90,3.51,1.28,76,78,98,1.48,1.0%,18.7%,5.7%,12.9%,43.8%,23.7%,75.4%,11.2%,28.7%,89.9,Rakuten Eagles,25,R,PL
Busenitz Alan,34,3,1,0,11,0,0,125,31.2,22,1,25,10,0,0,4,8,8,2.27,2.88,3.60,1.01,146,78,100,-0.61,0.8%,20.0%,8.0%,12.0%,63.3%,25.9%,75.7%,12.0%,27.5%,95.3,Rakuten Eagles,31,R,PL
Fujihira Shoma,8,1,0,0,0,0,0,94,22.2,15,0,17,12,0,0,3,11,10,3.97,3.19,4.27,1.19,84,86,119,0.78,0.0%,18.1%,12.8%,5.3%,35.4%,22.7%,84.7%,6.6%,24.8%,91.3,Rakuten Eagles,23,R,PL
Fujii Masaru,4,1,2,0,0,0,0,82,18.2,16,1,10,10,0,0,1,8,7,3.38,4.34,4.80,1.39,98,117,133,-0.96,1.2%,12.2%,12.2%,0.0%,50.0%,17.0%,81.0%,7.5%,26.6%,89.3,Rakuten Eagles,25,L,PL
Fukui Yuya,11,0,0,0,1,0,0,49,11.0,14,1,7,4,1,0,1,5,5,4.09,4.10,4.19,1.64,81,111,116,-0.01,2.0%,14.3%,8.2%,6.1%,42.1%,27.2%,74.7%,12.4%,28.2%,90.5,Rakuten Eagles,34,R,PL
Fukuyama Hiroyuki,3,0,0,0,0,0,0,11,3.0,3,0,3,0,0,0,0,0,0,0.00,1.10,2.07,1.00,999,30,58,-1.10,0.0%,27.3%,0.0%,27.3%,62.5%,28.0%,65.0%,16.3%,27.9%,88.3,Rakuten Eagles,33,R,PL
Hayakawa Takahisa,19,5,9,0,0,0,0,444,107.1,105,19,86,23,0,3,0,48,46,3.86,4.53,3.38,1.19,86,122,94,-0.67,4.3%,19.4%,5.2%,14.2%,33.7%,29.9%,81.3%,9.7%,26.7%,89.9,Rakuten Eagles,23,L,PL
Ishibashi Ryota,26,2,0,0,3,0,0,146,32.1,35,3,18,12,0,4,2,22,22,6.12,4.68,4.39,1.45,54,127,122,1.44,2.1%,12.3%,8.2%,4.1%,35.7%,26.4%,82.7%,8.3%,22.4%,90.3,Rakuten Eagles,31,R,PL
Kamata Yoshinao,2,0,0,0,0,0,0,29,6.0,10,0,2,3,0,0,0,4,4,6.00,3.94,5.14,2.17,55,106,143,2.06,0.0%,6.9%,10.3%,-3.4%,50.0%,21.1%,84.1%,6.5%,21.5%,87.8,Rakuten Eagles,28,R,PL
Karashima Wataru,17,6,4,0,0,0,0,371,90.0,86,10,53,24,0,3,0,36,34,3.40,4.27,4.02,1.22,98,115,112,-0.87,2.7%,14.3%,6.5%,7.8%,48.4%,24.8%,81.5%,7.7%,28.3%,84.4,Rakuten Eagles,31,L,PL
Kishi Takayuki,22,8,10,0,0,0,0,555,141.0,116,18,118,28,0,1,2,51,50,3.19,3.71,3.18,1.02,104,100,88,-0.52,3.2%,21.3%,5.0%,16.2%,39.6%,29.0%,77.2%,10.9%,29.8%,88.0,Rakuten Eagles,37,R,PL
Komine Shinri,6,0,0,0,0,0,0,30,6.0,9,0,4,5,0,0,0,4,4,6.00,4.27,5.13,2.33,55,115,143,1.73,0.0%,13.3%,16.7%,-3.3%,76.2%,14.3%,73.8%,10.8%,28.4%,92.2,Rakuten Eagles,20,R,PL
Matsui Tomotaka,1,0,0,0,0,0,0,19,4.0,6,1,3,2,0,0,0,4,4,9.00,6.35,4.27,2.00,37,172,119,2.65,5.3%,15.8%,10.5%,5.3%,35.7%,34.8%,76.9%,11.5%,23.1%,90.8,Rakuten Eagles,22,R,PL
Matsui Yuki,53,1,3,32,7,0,0,194,51.2,21,4,83,19,1,0,1,11,11,1.92,2.00,1.50,0.77,173,54,42,-0.08,2.1%,42.8%,9.8%,33.0%,50.6%,36.0%,60.0%,19.5%,35.1%,92.3,Rakuten Eagles,26,L,PL
Miyamori Satoshi,26,1,1,1,7,0,0,92,23.1,12,0,23,12,0,2,0,4,4,1.54,2.93,3.60,1.03,215,79,100,-1.39,0.0%,25.0%,13.0%,12.0%,63.0%,19.8%,75.2%,9.5%,27.4%,91.7,Rakuten Eagles,24,R,PL
Morihara Kohei,3,0,0,0,1,0,0,11,2.1,3,0,3,1,0,0,0,0,0,0.00,1.82,2.98,1.71,999,49,83,-1.82,0.0%,27.3%,9.1%,18.2%,85.7%,37.9%,63.0%,20.0%,30.0%,90.7,Rakuten Eagles,30,R,PL
Nishigaki Masaya,24,0,0,0,0,0,0,96,23.2,20,2,15,10,0,0,2,7,7,2.66,4.20,4.28,1.27,125,114,119,-1.54,2.1%,15.6%,10.4%,5.2%,50.7%,21.3%,77.1%,10.0%,24.9%,91.9,Rakuten Eagles,23,R,PL
Nishiguchi Naoto,61,4,0,0,30,0,0,233,55.2,39,2,59,26,2,2,1,16,14,2.26,2.96,3.38,1.17,147,80,94,-0.70,0.9%,25.3%,11.2%,14.2%,43.8%,31.5%,72.4%,14.2%,26.7%,92.6,Rakuten Eagles,25,R,PL
Norimoto Takahiro,21,10,8,0,0,1,0,536,125.0,127,9,104,38,0,4,3,54,49,3.53,3.38,3.57,1.32,94,91,99,0.15,1.7%,19.4%,7.1%,12.3%,55.0%,26.5%,75.7%,10.9%,28.1%,91.7,Rakuten Eagles,31,R,PL
Sakai Tomohito,34,1,1,0,1,0,0,141,32.2,23,4,32,17,0,4,2,12,12,3.31,4.66,3.74,1.22,100,126,104,-1.35,2.8%,22.7%,12.1%,10.6%,54.5%,25.6%,76.5%,9.9%,27.5%,88.9,Rakuten Eagles,29,R,PL
Sung Chia-Hao,54,4,2,0,20,0,0,209,51.2,45,5,38,15,1,0,2,18,15,2.61,3.76,3.70,1.16,127,102,103,-1.15,2.4%,18.2%,7.2%,11.0%,44.7%,29.3%,77.7%,11.7%,26.5%,91.7,Rakuten Eagles,29,R,PL
Suzuki Sora,38,1,3,0,7,0,0,162,38.0,25,2,35,25,1,2,2,17,17,4.03,4.08,4.18,1.32,82,110,116,-0.05,1.2%,21.6%,15.4%,6.2%,53.0%,28.4%,71.6%,12.5%,28.2%,92.4,Rakuten Eagles,25,L,PL
Takada Koichi,2,0,0,0,0,0,0,30,6.1,8,2,9,4,0,0,0,5,5,7.11,6.26,3.13,1.89,47,169,87,0.85,6.7%,30.0%,13.3%,16.7%,47.1%,26.1%,79.6%,8.3%,27.3%,90.5,Rakuten Eagles,24,R,PL
Takata Hosei,3,0,0,0,0,0,0,24,5.0,5,1,5,5,1,0,0,5,4,7.20,6.70,4.80,2.00,46,181,133,0.50,4.2%,20.8%,20.8%,0.0%,30.0%,25.0%,77.1%,8.9%,25.6%,91.5,Rakuten Eagles,23,R,PL
Takinaka Ryota,15,2,9,0,0,0,0,346,78.0,94,12,42,27,0,3,1,44,40,4.62,5.18,4.37,1.55,72,140,121,-0.56,3.5%,12.1%,7.8%,4.3%,43.4%,22.5%,82.0%,8.0%,26.7%,87.0,Rakuten Eagles,27,R,PL
Tanaka Masahiro,25,9,12,0,0,1,1,668,163.0,160,16,126,30,1,4,4,65,60,3.31,3.46,3.36,1.17,100,93,93,-0.15,2.4%,18.9%,4.5%,14.4%,49.1%,31.4%,77.0%,11.1%,29.4%,91.5,Rakuten Eagles,33,R,PL
Tsurusaki Taisei,11,0,0,0,2,0,0,56,12.0,16,0,7,6,1,0,0,6,6,4.50,3.44,4.62,1.83,74,93,128,1.06,0.0%,12.5%,10.7%,1.8%,41.5%,23.2%,83.1%,7.1%,26.7%,90.6,Rakuten Eagles,24,R,PL
Uchima Takuma,1,0,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.10,4.80,1.00,999,84,133,-3.10,0.0%,0.0%,0.0%,0.0%,50.0%,30.0%,75.0%,11.8%,23.5%,93.2,Rakuten Eagles,23,R,PL
Wakui Hideaki,10,4,3,0,0,1,0,224,56.0,50,6,35,10,0,1,0,23,22,3.54,3.84,3.68,1.07,94,104,102,-0.30,2.7%,15.6%,4.5%,11.2%,46.3%,26.7%,83.1%,8.3%,25.7%,90.0,Rakuten Eagles,36,R,PL
Watanabe Yuki,13,0,0,0,1,0,0,52,12.2,7,0,10,4,0,5,1,3,3,2.13,3.66,3.65,0.87,156,99,101,-1.53,0.0%,19.2%,7.7%,11.5%,57.6%,17.0%,79.7%,7.6%,29.5%,87.2,Rakuten Eagles,26,L,PL
Yoshikawa Kazuki,4,0,0,0,0,0,0,20,5.0,3,0,2,1,0,0,0,1,1,1.80,2.90,4.30,0.80,184,78,120,-1.10,0.0%,10.0%,5.0%,5.0%,52.9%,31.0%,83.0%,8.7%,26.1%,87.4,Rakuten Eagles,25,R,PL
Yuge Hayato,13,0,1,1,0,0,0,61,13.2,14,2,5,6,0,2,0,5,5,3.29,6.03,4.96,1.46,101,163,138,-2.74,3.3%,8.2%,9.8%,-1.6%,50.0%,17.6%,80.6%,8.4%,27.8%,87.9,Rakuten Eagles,28,L,PL
Enns Dietrich,23,10,7,0,0,0,0,506,122.1,103,14,92,45,0,3,0,44,40,2.94,4.26,3.87,1.21,111,117,108,-1.32,2.8%,18.2%,8.9%,9.3%,47.5%,26.2%,80.1%,8.9%,26.8%,91.8,Seibu Lions,31,L,PL
Hirai Katsunori,30,6,8,0,2,0,0,349,81.0,77,7,48,27,1,6,1,34,26,2.89,4.26,4.20,1.28,113,117,117,-1.37,2.0%,13.8%,7.7%,6.0%,46.0%,25.1%,79.7%,8.7%,26.2%,88.3,Seibu Lions,30,R,PL
Honda Keisuke,45,4,2,0,20,0,0,202,50.1,37,2,33,15,1,3,3,11,11,1.97,3.38,3.91,1.03,166,93,109,-1.41,1.0%,16.3%,7.4%,8.9%,44.9%,23.5%,81.2%,8.3%,27.3%,89.1,Seibu Lions,29,R,PL
Imai Tatsuya,9,5,1,0,0,0,0,246,59.2,37,3,61,34,0,5,1,16,16,2.41,3.67,3.70,1.19,136,101,103,-1.26,1.2%,24.8%,13.8%,11.0%,51.4%,27.5%,73.3%,11.5%,28.7%,93.7,Seibu Lions,24,R,PL
Kumon Katsuhiko,18,0,0,0,7,0,0,36,9.0,5,0,8,5,0,1,0,0,0,0.00,3.33,3.97,1.11,999,91,110,-3.33,0.0%,22.2%,13.9%,8.3%,40.9%,22.5%,74.6%,11.4%,26.6%,90.3,Seibu Lions,30,L,PL
Masuda Tatsushi,52,2,5,31,5,0,0,200,51.1,37,7,34,10,3,0,0,14,14,2.45,4.14,3.60,0.92,133,113,100,-1.69,3.5%,17.0%,5.0%,12.0%,46.9%,29.5%,83.0%,8.8%,23.5%,91.4,Seibu Lions,34,R,PL
Matsumoto Wataru,21,7,6,0,0,1,0,536,129.2,106,8,104,44,1,3,3,49,46,3.19,3.39,3.68,1.16,102,93,102,-0.20,1.5%,19.4%,8.2%,11.2%,41.5%,26.6%,82.0%,8.5%,25.4%,90.6,Seibu Lions,25,R,PL
Miyagawa Tetsu,45,1,0,1,1,0,0,205,48.2,46,3,44,19,1,0,3,17,14,2.59,3.27,3.58,1.34,126,90,100,-0.68,1.5%,21.5%,9.3%,12.2%,53.6%,28.4%,79.1%,9.4%,25.8%,92.5,Seibu Lions,26,R,PL
Mizukami Yoshinobu,60,4,4,1,31,0,0,218,56.0,34,1,40,17,1,5,4,13,11,1.77,3.09,3.74,0.91,185,85,104,-1.32,0.5%,18.3%,7.8%,10.6%,60.1%,23.4%,75.3%,10.4%,29.2%,90.4,Seibu Lions,23,R,PL
Moriwaki Ryosuke,43,1,1,1,10,0,0,148,36.2,30,2,33,8,1,2,0,10,7,1.72,2.83,3.11,1.04,190,78,86,-1.11,1.4%,22.3%,5.4%,16.9%,45.1%,29.8%,73.1%,12.1%,30.1%,89.5,Seibu Lions,29,R,PL
Omagari Ren,6,0,0,0,0,0,0,25,5.2,5,0,0,4,0,0,0,5,4,6.35,5.22,6.40,1.59,51,143,178,1.13,0.0%,0.0%,16.0%,-16.0%,38.1%,9.3%,86.8%,5.0%,16.0%,92.0,Seibu Lions,24,R,PL
Sano Yasuo,2,0,0,0,0,0,0,9,2.0,0,0,0,2,0,1,0,0,0,0.00,7.60,7.02,1.00,999,209,195,-7.60,0.0%,0.0%,22.2%,-22.2%,40.0%,21.7%,81.2%,8.6%,11.4%,87.3,Seibu Lions,29,L,PL
Sasaki Takeru,37,3,0,0,5,0,0,135,29.2,29,0,24,18,1,4,1,11,10,3.03,3.71,4.36,1.58,108,102,121,-0.68,0.0%,17.8%,13.3%,4.4%,62.8%,24.4%,75.7%,10.4%,27.1%,90.0,Seibu Lions,26,L,PL
Sato Shunsuke,12,3,4,0,0,0,0,205,47.0,47,1,33,22,0,4,1,26,24,4.60,3.63,4.26,1.47,71,100,118,0.97,0.5%,16.1%,10.7%,5.4%,48.6%,24.8%,79.9%,9.0%,24.9%,90.1,Seibu Lions,22,L,PL
Smith Burch,20,1,0,1,4,0,0,156,38.1,30,0,37,14,0,1,0,16,14,3.29,2.35,3.33,1.15,99,64,92,0.94,0.0%,23.7%,9.0%,14.7%,32.7%,32.8%,79.4%,10.0%,26.7%,92.9,Seibu Lions,32,R,PL
Sumida Chihiro,16,1,10,0,0,0,0,357,81.2,90,4,73,30,0,1,4,38,34,3.75,3.09,3.60,1.47,87,85,100,0.66,1.1%,20.4%,8.4%,12.0%,46.2%,29.1%,73.1%,11.9%,30.1%,90.1,Seibu Lions,22,L,PL
Taira Kaima,61,1,3,9,34,0,0,226,57.2,36,2,75,18,4,2,3,15,10,1.56,1.99,2.28,0.94,209,55,63,-0.43,0.9%,33.2%,8.0%,25.2%,54.7%,36.4%,67.2%,17.8%,29.9%,96.5,Seibu Lions,22,R,PL
Takahashi Bo,27,0,0,0,2,0,0,133,31.2,19,2,26,15,0,7,1,14,9,2.56,4.37,3.97,1.07,128,120,110,-1.81,1.5%,19.5%,11.3%,8.3%,42.4%,17.9%,77.4%,8.9%,26.0%,92.4,Seibu Lions,25,R,PL
Takahashi Kona,26,12,8,0,0,0,0,705,175.2,153,9,128,51,2,11,5,48,43,2.20,3.37,3.71,1.16,149,92,103,-1.17,1.3%,18.2%,7.2%,10.9%,57.0%,26.4%,80.4%,8.6%,26.5%,91.1,Seibu Lions,25,R,PL
Tamura Ichiro,3,0,0,0,0,0,0,13,3.0,3,0,1,1,0,0,1,2,2,6.00,3.44,4.80,1.33,54,94,133,2.56,0.0%,7.7%,7.7%,0.0%,27.3%,32.3%,80.0%,7.7%,28.8%,89.9,Seibu Lions,27,R,PL
Togame Ken,13,0,0,0,0,0,0,70,15.1,15,2,15,8,1,1,1,11,4,2.35,4.60,3.80,1.50,139,126,106,-2.25,2.9%,21.4%,11.4%,10.0%,34.1%,17.2%,77.0%,9.4%,27.1%,88.8,Seibu Lions,34,R,PL
Utsumi Tetsuya,5,0,1,0,0,0,0,50,12.0,12,2,8,2,0,0,0,4,4,3.00,4.44,3.60,1.17,109,122,100,-1.44,4.0%,16.0%,4.0%,12.0%,37.5%,23.9%,81.6%,8.0%,29.0%,85.5,Seibu Lions,40,L,PL
