Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,wSB,Age,Pos,B,,Team,League
,Kusumoto Taishi,65,230,205,29,54,10,2,4,80,19,3,0,3,2,32,18,1,2,4,0.263,0.326,0.390,0.716,115,0.127,0.292,23.5%,13.9%,7.8%,0.56,0.6,29,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Kuwahara Masayuki,2,6,6,1,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.334,304,0.000,0.667,0.0%,0.0%,0.0%,,0.0,31,8,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Maeda Yamato,5,15,15,0,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0.200,0.200,0.200,0.400,20,0.000,0.214,6.7%,6.7%,0.0%,0.00,0.0,37,3,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Mashiko Kyosuke,70,182,155,16,34,8,0,4,54,19,0,2,6,2,24,14,0,5,8,0.219,0.301,0.348,0.649,95,0.129,0.233,23.1%,13.2%,7.7%,0.58,-0.6,24,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Matsuo Shion,78,309,276,26,90,18,1,3,119,42,5,4,2,3,21,26,0,2,11,0.326,0.384,0.431,0.815,145,0.105,0.341,16.2%,6.8%,8.4%,1.24,-0.4,20,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Mori Keito,56,225,194,24,49,9,2,1,65,19,9,2,4,4,44,23,0,0,1,0.253,0.326,0.335,0.661,99,0.082,0.314,30.2%,19.6%,10.2%,0.52,0.9,23,6,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Murakawa Nagi,74,124,107,36,33,6,3,0,45,8,12,8,6,1,25,10,0,0,1,0.308,0.364,0.421,0.785,136,0.113,0.398,28.2%,20.2%,8.1%,0.40,-0.6,27,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Nakagawa Hayate,2,3,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.000,1.000,1.000,2.000,506,0.000,1.000,33.3%,0.0%,33.3%,1.00,0.0,26,1,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Nishimaki Kenji,84,203,167,30,39,5,2,2,54,10,5,6,7,1,39,22,0,6,4,0.234,0.342,0.323,0.665,101,0.089,0.291,31.0%,19.2%,10.8%,0.56,-1.1,26,4,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Nishiura Naomichi,71,230,202,23,51,10,1,3,72,26,2,0,3,0,40,25,1,0,10,0.252,0.335,0.356,0.691,108,0.104,0.302,29.6%,17.4%,10.9%,0.62,0.4,34,UTL,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ogasawara Sou,8,14,12,1,3,0,0,0,3,0,0,0,0,0,6,2,0,0,0,0.250,0.357,0.250,0.607,84,0.000,0.500,57.1%,42.9%,14.3%,0.33,0.0,19,3,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Ohta Taishi,70,212,193,17,51,12,1,1,68,15,0,0,0,1,35,16,1,2,7,0.264,0.325,0.352,0.677,104,0.088,0.316,24.5%,16.5%,7.5%,0.46,0.1,35,DH,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Sekine Taiki,27,105,93,12,26,2,1,0,30,8,0,0,4,0,8,7,0,1,1,0.280,0.337,0.323,0.660,99,0.043,0.306,14.3%,7.6%,6.7%,0.88,0.0,30,8,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Shibata Tatsuhiro,4,13,11,4,4,0,1,0,6,1,0,1,1,0,1,1,0,0,0,0.364,0.417,0.545,0.962,189,0.181,0.400,15.4%,7.7%,7.7%,1.00,-0.3,31,5,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Suzuki Ren,51,111,104,12,29,2,0,1,34,13,0,0,1,0,23,5,0,1,3,0.279,0.318,0.327,0.645,94,0.048,0.350,26.1%,20.7%,4.5%,0.22,0.0,20,3,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Takamizawa Ikumi,45,168,157,20,40,4,1,1,49,14,1,0,0,0,33,11,0,0,4,0.255,0.304,0.312,0.616,85,0.057,0.317,26.8%,19.6%,6.5%,0.33,0.2,19,5,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Takeda Riku,4,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.334,-0,0.000,0.200,16.7%,16.7%,0.0%,0.00,0.0,20,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Tobashira Yasutaka,14,47,42,4,16,4,0,0,20,4,0,0,0,0,1,5,0,0,1,0.381,0.447,0.476,0.923,178,0.095,0.390,12.8%,2.1%,10.6%,5.00,0.0,35,DH,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Tsutsugoh Yoshitomo,8,26,22,0,3,0,0,0,3,2,0,0,0,0,5,3,0,1,0,0.136,0.269,0.136,0.405,23,0.000,0.176,30.8%,19.2%,11.5%,0.60,0.0,33,7,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Watarai Ryuki,49,216,193,23,67,11,3,2,90,23,3,2,3,2,22,18,0,0,2,0.347,0.399,0.466,0.865,160,0.119,0.380,19.4%,10.2%,8.3%,0.82,-0.1,22,9,L,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Yamamoto Yuudai,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,101,0.000,0.333,0.0%,0.0%,0.0%,,0.0,26,2,R,⭐,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
,Aizawa Hakuto,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.250,0.000,0.250,-24,0.000,0.000,25.0%,25.0%,0.0%,0.00,0.0,21,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Akahoshi Yuji,8,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,50.0%,50.0%,0.0%,0.00,0.0,25,1,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Akihiro Yuto,96,360,314,36,86,21,1,2,115,28,2,1,2,2,47,39,0,3,11,0.274,0.358,0.366,0.724,120,0.092,0.315,24.4%,13.1%,10.8%,0.83,0.1,22,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Asano Shogo,74,270,239,33,61,12,0,8,97,34,2,7,2,4,32,17,0,8,4,0.255,0.321,0.406,0.727,120,0.151,0.261,21.1%,11.9%,6.3%,0.53,-1.9,20,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Chono Hisayoshi,4,8,7,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0.143,0.250,0.143,0.393,19,0.000,0.200,37.5%,25.0%,12.5%,0.50,0.0,40,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Funakoshi Hidetora,44,96,83,13,21,1,0,0,22,5,14,1,3,0,28,10,0,0,0,0.253,0.333,0.265,0.598,82,0.012,0.382,39.6%,29.2%,10.4%,0.36,2.1,23,8,S,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hagio Masaya,50,175,146,22,40,9,1,8,75,30,3,4,0,2,25,26,1,1,2,0.274,0.383,0.514,0.897,172,0.240,0.278,33.7%,14.3%,14.9%,1.04,-0.8,24,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hagiwara Tetsu,38,60,52,3,13,1,0,0,14,4,0,0,1,1,7,6,0,0,2,0.250,0.322,0.269,0.591,80,0.019,0.283,21.7%,11.7%,10.0%,0.86,0.0,27,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hernandez Elier,3,11,10,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0.100,0.182,0.100,0.282,-15,0.000,0.143,36.4%,27.3%,9.1%,0.33,0.0,30,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Hirayama Kota,3,6,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.167,0.167,0.167,0.334,-0,0.000,0.200,16.7%,16.7%,0.0%,0.00,0.0,21,9,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Izuguchi Yuta,23,83,77,6,22,7,0,0,29,9,2,2,0,1,17,5,0,0,0,0.286,0.325,0.377,0.702,113,0.091,0.361,26.5%,20.5%,6.0%,0.29,-0.3,26,6,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kadowaki Makoto,1,4,3,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0.000,0.250,0.000,0.250,-24,0.000,0.000,75.0%,50.0%,25.0%,0.50,0.2,24,6,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kajitani Takayuki,19,44,41,7,11,1,0,0,12,1,0,0,0,0,9,3,0,0,1,0.268,0.318,0.293,0.611,86,0.025,0.344,27.3%,20.5%,6.8%,0.33,0.0,36,DH,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kameda Keita,8,12,10,1,2,1,0,0,3,0,0,0,0,0,4,1,0,1,2,0.200,0.333,0.300,0.633,92,0.100,0.333,41.7%,33.3%,8.3%,0.25,0.0,26,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Katoh Ren,48,123,103,13,24,3,0,1,30,7,5,3,6,0,27,14,0,0,3,0.233,0.325,0.291,0.616,87,0.058,0.307,34.1%,22.0%,11.4%,0.52,-0.1,26,UTL,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kishida Yukinori,5,15,12,1,4,1,0,0,5,2,0,0,0,0,3,3,0,0,0,0.333,0.467,0.417,0.884,170,0.084,0.444,40.0%,20.0%,20.0%,1.00,0.0,28,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kita Ryusuke,85,238,211,17,61,9,0,3,79,26,1,1,10,1,15,16,0,0,8,0.289,0.338,0.374,0.712,116,0.085,0.299,14.3%,6.3%,6.7%,1.07,-0.1,26,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kitamura Rio,49,70,57,8,10,1,0,0,11,3,2,0,3,0,11,8,0,2,2,0.175,0.299,0.193,0.492,50,0.018,0.217,27.1%,15.7%,11.4%,0.73,0.4,20,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kobayashi Seiji,4,14,12,1,2,1,0,0,3,1,0,0,1,0,4,1,0,0,0,0.167,0.231,0.250,0.481,45,0.083,0.250,35.7%,28.6%,7.1%,0.25,0.0,36,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Kohri Takuya,69,199,178,11,31,3,0,5,49,21,0,2,3,1,23,6,0,10,4,0.174,0.241,0.275,0.516,56,0.101,0.172,17.1%,11.6%,3.0%,0.26,-0.6,27,3,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Maeda Kenki,2,5,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.200,0.200,0.200,0.400,20,0.000,0.250,20.0%,20.0%,0.0%,0.00,0.0,26,3,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Masuda Daiki,28,91,69,10,21,2,0,0,23,2,6,2,4,0,8,17,1,1,1,0.304,0.448,0.333,0.781,139,0.029,0.344,27.5%,8.8%,18.7%,2.12,0.4,31,UTL,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Masuda Riku,108,335,302,24,68,10,0,5,93,33,3,4,8,3,48,18,0,4,11,0.225,0.275,0.308,0.583,76,0.083,0.250,21.2%,14.3%,5.4%,0.38,-0.7,25,UTL,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Matsubara Seiya,37,114,84,12,20,3,0,1,26,6,3,2,6,0,24,24,0,0,1,0.238,0.407,0.310,0.717,119,0.072,0.322,43.0%,21.1%,21.1%,1.00,-0.1,30,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Mendez Yohander,22,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.000,0.000,0.000,0.000,-103,0.000,0.000,75.0%,75.0%,0.0%,0.00,0.0,30,1,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Montes Coco,2,5,5,0,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0.600,0.600,0.600,1.200,267,0.000,0.600,0.0%,0.0%,0.0%,,0.0,28,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Murayama Gen,16,29,24,5,5,1,0,1,9,1,0,0,3,0,6,1,0,1,0,0.208,0.269,0.375,0.644,94,0.167,0.235,27.6%,20.7%,3.4%,0.17,0.0,20,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakata Ayumu,91,242,199,22,39,5,2,1,51,15,5,5,16,1,42,25,0,1,1,0.196,0.288,0.256,0.544,65,0.060,0.242,28.1%,17.4%,10.3%,0.60,-0.7,21,6,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nakayama Raito,67,253,208,31,69,14,2,4,99,30,4,4,7,1,30,35,0,2,4,0.332,0.431,0.476,0.907,176,0.144,0.371,27.3%,11.9%,13.8%,1.17,-0.6,23,UTL,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Naoe Daisuke,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,,0.0%,0.0%,0.0%,,0.0,25,1,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Nishidate Yuhi,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-103,0.000,0.000,33.3%,33.3%,0.0%,0.00,0.0,23,1,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Ohshiro Takumi,6,18,16,1,2,1,0,1,6,2,0,0,0,0,3,2,0,0,1,0.125,0.222,0.375,0.597,79,0.250,0.083,33.3%,16.7%,11.1%,0.67,0.0,32,DH,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Okada Yuki,105,314,264,32,58,9,2,6,89,31,10,3,1,1,79,44,1,4,6,0.220,0.339,0.337,0.676,105,0.117,0.289,41.1%,25.2%,14.0%,0.56,0.8,25,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Okoye Louis,36,119,102,19,30,4,0,2,40,17,5,1,0,2,22,13,0,2,1,0.294,0.378,0.392,0.770,134,0.098,0.350,31.1%,18.5%,10.9%,0.59,0.6,27,8,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Sakamoto Hayato,3,8,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0.000,0.250,0.000,0.250,-24,0.000,0.000,37.5%,12.5%,25.0%,2.00,0.0,36,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Sasahara Misaki,48,117,104,17,30,5,0,0,35,11,1,4,1,2,30,10,0,0,1,0.288,0.345,0.337,0.682,107,0.049,0.395,34.2%,25.6%,8.5%,0.33,-1.1,21,7,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Sasaki Shunsuke,54,185,162,24,51,7,0,3,67,20,11,1,5,0,33,16,0,2,1,0.315,0.383,0.414,0.797,142,0.099,0.381,28.1%,17.8%,8.6%,0.48,1.6,25,8,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Shigenobu Shinnosuke,23,57,52,8,8,0,0,0,8,1,3,0,0,0,11,5,0,0,1,0.154,0.228,0.154,0.382,15,0.000,0.195,28.1%,19.3%,8.8%,0.45,0.5,32,8,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Suzuki Yamato,22,26,23,4,2,0,0,0,2,1,4,1,0,0,5,1,0,2,2,0.087,0.192,0.087,0.279,-16,0.000,0.111,23.1%,19.2%,3.8%,0.20,0.4,26,7,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Tateoka Soichiro,56,158,141,19,41,3,2,1,51,11,7,4,1,0,25,15,0,1,3,0.291,0.363,0.362,0.725,120,0.071,0.348,25.9%,15.8%,9.5%,0.60,-0.1,35,9,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Tima Julian,115,401,374,43,94,18,1,15,159,53,0,1,0,4,84,21,1,2,6,0.251,0.292,0.425,0.717,117,0.174,0.283,29.9%,20.9%,5.2%,0.25,-0.2,20,5,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Urena Estamy,99,259,234,29,60,10,0,9,97,34,0,0,0,5,38,19,0,1,6,0.256,0.309,0.415,0.724,119,0.159,0.266,25.5%,14.7%,7.3%,0.50,0.1,26,DH,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Utsunomiya Kisara,7,12,12,0,4,0,1,0,6,2,1,0,0,0,2,0,0,0,0,0.333,0.333,0.500,0.833,152,0.167,0.400,16.7%,16.7%,0.0%,0.00,0.2,21,4,L,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Wakabayashi Gakuto,6,12,12,1,2,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0.167,0.167,0.250,0.417,25,0.083,0.182,8.3%,8.3%,0.0%,0.00,-0.3,27,4,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yamase Shinnosuke,96,237,187,21,41,6,0,4,59,24,0,0,14,3,40,28,0,5,4,0.219,0.332,0.316,0.648,97,0.097,0.253,30.4%,16.9%,11.8%,0.70,0.1,24,2,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Yuasa Dai,50,159,136,17,38,8,0,0,46,10,8,4,5,1,39,10,0,7,1,0.279,0.357,0.338,0.695,111,0.059,0.388,30.8%,24.5%,6.3%,0.26,0.1,25,UTL,R,🐰,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
,Akahane Yoshihiro,19,73,62,6,15,0,0,3,24,5,3,1,1,0,12,10,0,0,2,0.242,0.347,0.387,0.734,117,0.145,0.255,34.2%,16.4%,13.7%,0.83,0.2,25,UTL,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Aoki Norichika,3,10,9,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0.111,0.200,0.222,0.422,25,0.111,0.125,20.0%,10.0%,10.0%,1.00,0.0,43,DH,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Hamada Taiki,88,328,286,22,69,17,0,4,98,35,1,4,1,3,71,28,1,9,11,0.241,0.325,0.343,0.668,98,0.102,0.304,31.4%,21.6%,8.5%,0.39,-1.1,24,6,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Hasegawa Hiroki,26,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,,100.0%,100.0%,0.0%,0.00,0.0,26,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Hashimoto Seiya,103,355,329,43,86,19,2,7,130,42,8,5,0,4,41,20,0,2,10,0.261,0.304,0.395,0.699,106,0.134,0.277,19.2%,11.5%,5.6%,0.49,-0.2,24,2,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Itoh Ryui,95,368,321,19,71,9,2,0,84,15,11,6,10,1,96,32,0,4,8,0.221,0.299,0.262,0.561,67,0.041,0.314,34.8%,26.1%,8.7%,0.33,-0.0,22,6,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Iwata Yukihiro,36,134,112,18,36,9,0,1,48,8,10,5,8,1,10,11,1,2,1,0.321,0.389,0.429,0.818,141,0.108,0.343,16.4%,7.5%,8.2%,1.10,0.1,27,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kawabata Shingo,15,42,38,6,11,1,0,0,12,2,0,0,0,0,5,4,0,0,0,0.289,0.357,0.316,0.673,100,0.027,0.333,21.4%,11.9%,9.5%,0.80,0.0,37,DH,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kisu Felipe,60,148,125,10,27,4,1,1,36,13,0,1,3,6,38,7,0,7,4,0.216,0.283,0.288,0.571,69,0.072,0.283,31.1%,25.7%,4.7%,0.18,-0.3,25,3,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kitamura Keigo,79,276,239,20,62,16,1,2,86,21,2,2,5,2,36,25,0,5,11,0.259,0.339,0.360,0.699,107,0.101,0.296,22.8%,13.0%,9.1%,0.69,-0.2,24,UTL,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kitamura Takumi,21,80,73,6,16,3,0,0,19,0,0,0,1,0,11,3,0,3,2,0.219,0.278,0.260,0.538,60,0.041,0.258,17.5%,13.8%,3.8%,0.27,0.0,29,UTL,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Koga Yudai,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,0.0%,,0.0,26,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Komori Kohtaro,110,344,309,40,78,10,2,2,98,23,24,5,12,1,33,20,0,2,7,0.252,0.301,0.317,0.618,83,0.065,0.276,16.0%,9.6%,5.8%,0.61,2.5,22,4,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Kozawa Reiji,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,0.0%,,0.0,27,1,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Maruyama Kazuya,29,125,108,22,35,5,0,3,49,12,9,4,0,2,14,13,0,2,0,0.324,0.400,0.454,0.854,152,0.130,0.344,24.0%,11.2%,10.4%,0.93,0.3,25,8,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Masuda Shu,51,207,180,26,48,12,1,2,68,20,9,2,2,4,27,19,1,2,11,0.267,0.337,0.378,0.715,111,0.111,0.297,23.2%,13.0%,9.2%,0.70,0.9,26,8,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Matsumoto Naoki,4,11,10,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0.300,0.364,0.300,0.664,97,0.000,0.300,0.0%,0.0%,0.0%,,0.0,31,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Mitsumata Taiki,79,277,207,24,44,3,1,1,52,10,0,2,8,0,53,57,0,5,4,0.213,0.394,0.251,0.645,92,0.038,0.281,40.1%,19.1%,20.6%,1.08,-0.6,33,3,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Miyamoto Takeshi,49,189,164,16,47,5,0,1,55,23,2,3,0,1,20,22,0,2,3,0.287,0.376,0.335,0.711,111,0.048,0.319,22.8%,10.6%,11.6%,1.10,-0.6,30,3,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nakagawa Takuma,26,53,47,4,7,1,0,0,8,1,0,0,2,0,19,4,0,0,2,0.149,0.216,0.170,0.386,16,0.021,0.250,43.4%,35.8%,7.5%,0.21,0.0,22,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nakamura Yuhei,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,0.0%,,0.0,35,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Namiki Hidetaka,26,93,79,13,23,3,0,0,26,11,14,1,4,0,12,9,0,1,1,0.291,0.371,0.329,0.700,108,0.038,0.343,22.6%,12.9%,9.7%,0.75,2.1,26,8,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nishida Akihisa,10,26,23,0,6,1,0,0,7,2,0,0,0,0,3,3,0,0,1,0.261,0.346,0.304,0.650,93,0.043,0.300,23.1%,11.5%,11.5%,1.00,0.0,33,2,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Nishimura Ruito,113,375,354,31,80,15,2,0,99,26,5,1,3,2,96,15,0,1,12,0.226,0.258,0.280,0.538,60,0.054,0.308,29.6%,25.6%,4.0%,0.16,0.6,20,5,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ogawa Yasuhiro,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-98,0.000,0.000,0.0%,0.0%,0.0%,,0.0,35,1,R,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
,Ohta Kengo,73,274,237,19,61,7,1,3,79,36,0,0,3,5,41,27,1,2,6,0.257,0.332,0.333,0.665,97,0.076,0.293,25.9%,15.0%,9.9%,0.66,0.1,28,9,L,🐧,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
