Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Ishikawa Ayumu,12,6,3,0,0,2,0,310,80.0,73,10,42,9,0,0,0,30,30,3.38,4.07,3.74,1.02,108,102,102,-0.69,3.2%,13.5%,2.9%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Iwashita Daiki,23,8,8,0,1,0,0,514,120.0,110,14,87,46,1,2,7,59,59,4.43,4.42,4.00,1.30,82,111,110,0.01,2.7%,16.9%,8.9%,8.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Karakawa Yuki,38,4,2,0,22,0,0,150,36.1,29,4,26,13,0,1,1,11,11,2.72,4.31,3.93,1.16,134,108,108,-1.59,2.7%,17.3%,8.7%,8.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kawamura Tokito,20,4,1,0,0,0,0,178,41.2,39,4,28,17,3,0,0,16,16,3.46,4.28,4.18,1.34,105,107,115,-0.82,2.2%,15.7%,9.6%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Kuniyoshi Yuki,25,2,0,2,17,0,0,106,25.0,18,0,19,17,2,0,2,4,4,1.44,3.67,4.61,1.40,252,92,126,-2.23,0.0%,17.9%,16.0%,1.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Masuda Naoya,67,3,6,38,0,0,0,248,64.1,43,5,68,15,1,0,2,17,16,2.24,2.75,2.66,0.90,162,69,73,-0.51,2.0%,27.4%,6.0%,21.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Mima Manabu,21,6,7,0,0,0,0,506,115.1,139,15,92,32,1,4,4,72,63,4.92,4.18,3.61,1.48,74,105,99,0.74,3.0%,18.2%,6.3%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Minami Masaki,1,0,0,0,1,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0.00,-2.85,-5.20,0.00,999,-71,-142,2.85,0.0%,100.0%,0.0%,100.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Motomae Fumiya,8,1,2,0,0,0,0,164,37.2,41,7,17,15,0,2,0,20,20,4.78,6.02,4.68,1.49,76,151,128,-1.24,4.3%,10.4%,9.1%,1.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Nakamura Toshiya,14,0,2,0,0,0,0,172,38.0,40,3,27,18,1,1,3,19,13,3.08,4.26,4.28,1.53,118,107,117,-1.18,1.7%,15.7%,10.5%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Narita Kakeru,3,0,0,0,0,0,0,14,3.0,3,0,3,2,0,0,0,0,0,0.00,3.15,4.09,1.67,999,79,112,-3.15,0.0%,21.4%,14.3%,7.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ohmine Yuta,8,1,1,0,0,0,0,51,11.0,15,1,7,2,0,0,2,6,5,4.09,3.61,3.82,1.55,89,90,105,0.48,2.0%,13.7%,3.9%,9.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ojima Kazuya,24,10,4,0,0,3,2,606,146.0,123,16,92,51,1,6,2,65,61,3.76,4.49,4.12,1.19,97,112,113,-0.73,2.6%,15.2%,8.4%,6.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Ono Fumiya,49,0,3,0,8,0,0,220,51.2,37,4,56,26,1,2,5,25,20,3.48,3.62,3.44,1.22,104,91,94,-0.14,1.8%,25.5%,11.8%,13.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Romero Enny,4,1,0,0,0,0,0,95,23.1,19,2,20,9,0,0,1,4,4,1.54,3.71,3.64,1.20,236,93,100,-2.17,2.1%,21.1%,9.5%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sasaki Chihaya,54,8,1,1,26,0,0,222,57.0,36,4,28,14,1,2,0,13,8,1.26,3.92,4.17,0.88,288,98,114,-2.66,1.8%,12.6%,6.3%,6.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Sasaki Roki,11,3,2,0,0,0,0,258,63.1,51,5,68,16,1,0,3,24,16,2.27,2.79,2.78,1.06,160,70,76,-0.52,1.9%,26.4%,6.2%,20.2%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Suzuki Shota,23,1,4,0,1,0,0,341,79.1,78,10,76,28,0,2,2,38,36,4.08,4.01,3.39,1.34,89,100,93,0.07,2.9%,22.3%,8.2%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Tanaka Yasuhiro,38,1,2,0,10,0,0,156,33.2,42,3,20,13,5,2,3,18,17,4.54,4.46,4.35,1.63,80,112,119,0.08,1.9%,12.8%,8.3%,4.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Tojo Taiki,5,0,0,0,1,0,0,20,3.1,7,0,0,5,0,0,0,2,2,5.40,7.65,7.30,3.60,67,191,200,-2.25,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Yokoyama Rikuto,10,0,0,0,0,0,0,48,9.2,14,1,11,3,0,2,0,6,5,4.66,3.77,3.13,1.76,78,94,86,0.89,2.1%,22.9%,6.2%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
Bandoh Yugo,44,0,2,1,16,0,0,165,39.1,28,4,41,17,1,2,1,13,11,2.52,3.84,3.35,1.14,141,99,92,-1.32,2.4%,24.8%,10.3%,14.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Furuya Yuto,13,1,1,0,2,0,0,56,13.1,7,0,13,7,0,1,0,4,3,2.03,3.00,3.73,1.05,175,77,102,-0.97,0.0%,23.2%,12.5%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Higashihama Nao,14,4,4,0,0,0,0,326,75.1,85,7,61,22,0,3,0,36,31,3.70,3.74,3.60,1.42,96,96,99,-0.04,2.1%,18.7%,6.7%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ishikawa Shuta,28,6,9,0,0,0,0,653,156.1,135,22,134,51,0,17,3,70,59,3.40,4.57,3.53,1.19,104,117,97,-1.17,3.4%,20.5%,7.8%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Iwasaki Sho,48,2,5,6,14,0,0,179,45.1,37,7,56,11,2,0,1,21,21,4.17,3.42,2.29,1.06,85,88,63,0.75,3.9%,31.3%,6.1%,25.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Izumi Keisuke,31,1,2,0,6,0,0,111,26.1,20,4,30,13,0,3,2,10,8,2.73,4.67,3.27,1.25,130,120,90,-1.94,3.6%,27.0%,11.7%,15.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kaino Hiroshi,22,0,2,1,4,0,0,88,20.2,16,3,25,10,0,2,1,10,10,4.35,4.36,3.10,1.26,82,112,85,-0.01,3.4%,28.4%,11.4%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kasaya Shunsuke,16,3,4,0,0,0,0,262,59.0,52,12,64,35,0,2,0,30,28,4.27,5.51,3.69,1.47,83,141,101,-1.24,4.6%,24.4%,13.4%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kawahara Hiroyuki,3,0,0,0,0,0,0,14,2.1,3,0,2,3,0,1,0,2,2,7.71,6.58,5.51,2.57,46,169,151,1.13,0.0%,14.3%,21.4%,-7.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Kayama Shinya,58,1,0,0,19,0,0,121,28.2,22,2,27,13,1,1,0,16,15,4.71,3.64,3.64,1.22,75,93,100,1.07,1.7%,22.3%,10.7%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Martinez Nick,21,9,4,0,0,0,0,553,140.2,108,6,138,38,0,5,1,25,25,1.60,2.66,2.99,1.04,222,68,82,-1.06,1.1%,25.0%,6.9%,18.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Matsumoto Yuki,33,3,3,0,4,0,0,306,73.2,64,9,59,28,1,2,0,33,31,3.79,4.36,3.79,1.25,94,112,104,-0.57,2.9%,19.3%,9.2%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Moinelo Livan,33,1,0,5,14,0,0,128,31.1,15,2,42,19,2,1,0,6,4,1.15,3.22,3.00,1.09,308,83,82,-2.07,1.6%,32.8%,14.8%,18.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Mori Yuito,30,1,3,15,0,0,0,118,29.0,20,6,26,10,0,0,0,13,13,4.03,5.08,3.44,1.03,88,130,94,-1.05,5.1%,22.0%,8.5%,13.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Niho Akira,2,0,1,0,0,0,0,53,11.1,12,0,8,5,0,1,0,7,6,4.76,3.33,4.23,1.50,74,85,116,1.43,0.0%,15.1%,9.4%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ogata Shuto,8,0,0,0,0,0,0,34,10.1,3,1,9,2,0,0,0,1,1,0.87,3.25,2.74,0.48,408,83,75,-2.38,2.9%,26.5%,5.9%,20.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ohtake Koutaro,2,0,1,0,1,0,0,22,4.0,7,0,1,3,0,0,0,7,7,15.75,4.90,5.71,2.50,23,126,156,10.85,0.0%,4.5%,13.6%,-9.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Ohzeki Tomohisa,12,0,0,0,0,0,0,88,23.0,12,1,13,10,0,2,0,6,6,2.35,4.15,4.46,0.96,151,106,122,-1.80,1.1%,14.8%,11.4%,3.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Rea Colin,6,3,1,0,0,1,1,150,40.0,22,3,38,13,0,3,0,10,9,2.03,3.43,3.13,0.88,175,88,86,-1.40,2.0%,25.3%,8.7%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Senga Koudai,13,10,3,0,0,0,0,340,84.2,60,2,90,27,0,2,7,25,25,2.66,2.36,2.95,1.03,133,61,81,0.30,0.6%,26.5%,7.9%,18.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Stewart Jr. Carter,11,0,2,0,1,0,0,112,23.2,21,0,36,21,0,1,4,18,16,6.08,2.90,3.46,1.77,58,74,95,3.18,0.0%,32.1%,18.8%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Sugiyama Kazuki,15,2,2,0,1,0,0,117,25.1,13,1,29,31,0,2,1,9,9,3.20,5.28,4.97,1.74,111,135,136,-2.08,0.9%,24.8%,26.5%,-1.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takahashi Jumpei,10,1,1,0,2,0,0,46,11.0,6,0,9,6,0,1,2,1,0,0.00,3.43,4.15,1.09,999,88,114,-3.43,0.0%,19.6%,13.0%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takahashi Rei,11,1,1,0,0,0,0,168,34.0,31,3,14,32,0,6,0,25,22,5.82,6.83,5.87,1.85,61,175,161,-1.01,1.8%,8.3%,19.0%,-10.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Takeda Shota,12,4,5,0,0,1,0,314,77.1,66,7,73,24,0,2,2,23,23,2.68,3.45,3.24,1.16,132,89,89,-0.77,2.2%,23.2%,7.6%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Tanaka Seigi,18,0,0,0,1,0,0,67,16.2,9,2,14,8,0,0,3,5,4,2.16,4.47,3.90,1.02,164,115,107,-2.31,3.0%,20.9%,11.9%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Taura Fumimaru,19,1,0,0,1,0,0,90,21.1,22,1,17,7,1,0,2,8,8,3.38,3.15,3.69,1.36,105,81,101,0.23,1.1%,18.9%,7.8%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Tsumori Yuki,45,1,0,0,11,0,0,132,33.0,24,2,43,8,1,2,0,8,8,2.18,2.24,2.15,0.97,163,57,59,-0.06,1.5%,32.6%,6.1%,26.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Wada Tsuyoshi,18,5,6,0,0,0,0,396,94.1,95,14,83,27,1,3,0,49,47,4.48,4.28,3.39,1.29,79,110,93,0.20,3.5%,21.0%,6.8%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Watanabe Yuta,6,0,0,0,1,0,0,18,4.0,6,0,4,1,0,0,0,2,2,4.50,1.90,3.13,1.75,79,49,86,2.60,0.0%,22.2%,5.6%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
Anraku Tomohiro,58,3,3,2,22,0,0,240,56.1,45,4,50,33,0,2,1,13,13,2.08,4.16,4.09,1.38,167,109,112,-2.08,1.7%,20.8%,13.8%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Busenitz Alan,31,1,0,0,4,0,0,124,29.0,32,1,23,9,0,0,2,16,16,4.97,2.95,3.67,1.41,70,77,101,2.02,0.8%,18.5%,7.3%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fukui Yuya,19,0,0,0,0,0,0,82,20.1,17,3,21,6,0,0,1,10,10,4.43,3.89,2.97,1.13,78,102,81,0.54,3.7%,25.6%,7.3%,18.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Fukuyama Hiroyuki,24,0,2,0,4,0,0,101,22.2,23,3,13,12,0,0,0,6,6,2.38,5.31,4.70,1.54,146,139,129,-2.93,3.0%,12.9%,11.9%,1.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Hayakawa Takahisa,24,9,7,0,0,1,1,565,137.2,132,11,127,30,1,2,2,59,59,3.86,3.04,3.08,1.18,90,80,84,0.82,1.9%,22.5%,5.3%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Ishibashi Ryota,3,0,1,0,0,0,0,56,13.0,12,2,4,6,0,1,2,5,5,3.46,6.15,5.16,1.38,100,161,141,-2.69,3.6%,7.1%,10.7%,-3.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kamata Yoshinao,1,0,0,0,0,0,0,19,4.0,8,1,2,1,0,0,0,5,5,11.25,6.15,4.27,2.25,31,161,117,5.10,5.3%,10.5%,5.3%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Kishi Takayuki,25,9,10,0,0,1,1,620,149.0,149,17,131,34,0,1,1,62,57,3.44,3.58,3.24,1.23,101,94,89,-0.14,2.7%,21.1%,5.5%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Makita Kazuhisa,17,0,0,0,2,0,0,72,16.1,17,2,5,3,0,1,0,10,6,3.31,4.87,4.52,1.22,105,127,124,-1.56,2.8%,6.9%,4.2%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Matsui Yuki,43,0,2,24,0,0,0,172,43.0,22,1,59,21,1,1,1,3,3,0.63,2.25,2.59,1.00,552,59,71,-1.62,0.6%,34.3%,12.2%,22.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Morihara Kohei,34,0,0,0,3,0,0,132,32.1,29,3,30,8,2,0,0,10,10,2.78,3.25,3.13,1.14,125,85,86,-0.47,2.3%,22.7%,6.1%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Nishiguchi Naoto,33,5,2,0,3,0,0,239,57.2,46,7,55,23,2,2,1,23,21,3.28,4.12,3.46,1.20,106,108,95,-0.84,2.9%,23.0%,9.6%,13.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Norimoto Takahiro,23,11,5,0,0,2,1,584,144.2,123,18,152,35,0,3,3,56,51,3.17,3.46,2.80,1.09,110,91,77,-0.29,3.1%,26.0%,6.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sakai Tomohito,54,4,3,3,28,0,0,206,51.1,33,3,44,24,1,0,1,15,13,2.28,3.60,3.83,1.11,152,94,105,-1.32,1.5%,21.4%,11.7%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Shiomi Takahiro,1,0,0,0,0,0,0,21,5.0,5,0,4,1,0,0,0,2,2,3.60,2.15,3.37,1.20,97,56,92,1.45,0.0%,19.0%,4.8%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sugahara Shu,1,0,0,0,0,0,0,16,2.2,2,0,0,5,0,1,1,5,5,16.88,9.90,7.92,2.63,21,259,217,6.98,0.0%,0.0%,31.2%,-31.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Sung Chia-Hao,63,3,3,7,24,0,0,246,60.2,46,2,49,23,2,2,1,18,15,2.23,3.20,3.74,1.14,156,84,102,-0.97,0.8%,19.9%,9.3%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Suzuki Sora,5,0,0,0,0,0,0,19,4.1,3,0,5,4,0,0,1,0,0,0.00,3.61,4.27,1.62,999,95,117,-3.61,0.0%,26.3%,21.1%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takada Koichi,3,0,0,0,0,0,0,28,6.2,6,1,6,1,0,1,0,2,1,1.35,4.20,3.01,1.05,257,110,82,-2.85,3.6%,21.4%,3.6%,17.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takata Hosei,4,0,1,0,0,0,0,39,7.2,13,1,8,5,0,0,1,9,8,9.39,4.72,4.03,2.35,37,124,110,4.67,2.6%,20.5%,12.8%,7.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Takinaka Ryota,20,10,5,0,0,0,0,427,103.2,97,10,75,27,0,4,0,40,37,3.21,3.86,3.68,1.20,108,101,101,-0.65,2.3%,17.6%,6.3%,11.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tanaka Masahiro,23,4,9,0,0,1,0,624,155.2,131,17,126,29,0,5,6,54,52,3.01,3.61,3.25,1.03,115,95,89,-0.60,2.7%,20.2%,4.6%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Tsurusaki Taisei,11,0,0,0,1,0,0,47,10.2,11,0,7,5,1,0,0,6,6,5.06,3.25,4.37,1.50,69,85,120,1.81,0.0%,14.9%,10.6%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Uchima Takuma,11,0,0,0,0,0,0,45,10.2,9,0,16,4,0,1,0,7,7,5.91,1.56,2.13,1.22,59,41,58,4.35,0.0%,35.6%,8.9%,26.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Wakui Hideaki,21,6,8,0,0,0,0,420,96.1,110,7,76,26,0,2,4,57,54,5.04,3.39,3.61,1.41,69,89,99,1.65,1.7%,18.1%,6.2%,11.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Watanabe Yuki,9,0,0,0,2,0,0,23,5.0,5,1,4,2,0,2,0,3,3,5.40,6.55,3.93,1.40,64,171,108,-1.15,4.3%,17.4%,8.7%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Yuge Hayato,5,1,1,0,0,0,0,65,13.2,20,0,6,6,0,1,0,11,11,7.24,3.81,4.80,1.90,48,100,132,3.43,0.0%,9.2%,9.2%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
Dermody Matt,11,0,2,0,0,0,0,151,33.1,46,2,22,13,0,0,0,22,19,5.13,3.78,4.20,1.77,70,96,115,1.35,1.3%,14.6%,8.6%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Garrett Reed,61,4,3,2,17,0,0,258,57.1,57,6,59,33,0,0,3,28,24,3.77,4.18,3.79,1.57,95,106,104,-0.41,2.3%,22.9%,12.8%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Hamaya Shota,8,1,6,0,0,0,0,174,36.2,39,8,26,26,0,4,4,27,27,6.63,7.03,4.80,1.77,54,178,132,-0.40,4.6%,14.9%,14.9%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Hirai Katsunori,25,4,4,0,2,0,0,327,74.2,85,7,55,19,0,6,2,40,35,4.22,3.90,3.70,1.39,85,99,101,0.32,2.1%,16.8%,5.8%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Honda Keisuke,6,0,3,0,0,0,0,111,25.2,23,3,9,14,0,0,2,14,12,4.21,5.61,5.25,1.44,85,142,144,-1.40,2.7%,8.1%,12.6%,-4.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Imai Tatsuya,25,8,8,0,0,3,1,682,158.1,123,15,137,99,1,11,11,66,58,3.30,4.74,4.24,1.40,109,120,116,-1.44,2.2%,20.1%,14.5%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Inoue Hiroki,4,0,0,0,0,0,0,28,4.1,9,1,5,6,0,0,0,5,5,10.38,8.00,5.16,3.46,35,202,141,2.38,3.6%,17.9%,21.4%,-3.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Itoh Sho,13,0,1,0,2,0,0,91,18.0,22,2,9,16,0,2,2,9,8,4.00,6.60,5.57,2.11,90,167,153,-2.60,2.2%,9.9%,17.6%,-7.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Kumon Katsuhiko,14,0,0,0,3,0,0,43,11.1,8,0,8,3,0,0,0,1,1,0.79,2.54,3.64,0.97,456,64,100,-1.75,0.0%,18.6%,7.0%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Masuda Tatsushi,33,0,3,8,9,0,0,131,30.2,32,4,23,7,1,1,1,17,17,4.99,4.13,3.58,1.27,72,104,98,0.86,3.1%,17.6%,5.3%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Matsumoto Wataru,28,10,8,0,0,1,1,638,149.2,137,15,130,64,0,4,4,63,63,3.79,4.08,3.77,1.34,95,103,103,-0.29,2.4%,20.4%,10.0%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Matsuoka Kouki,5,0,0,0,0,0,0,22,4.0,5,0,1,5,0,1,0,5,5,11.25,7.15,6.62,2.50,32,181,181,4.10,0.0%,4.5%,22.7%,-18.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Matsuzaka Daisuke,1,0,0,0,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0.00,,14.80,,999,,405,-inf,0.0%,0.0%,100.0%,-100.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Miyagawa Tetsu,29,1,2,0,6,0,0,117,24.2,23,4,30,18,0,3,5,18,18,6.57,5.38,3.77,1.66,55,136,103,1.19,3.4%,25.6%,15.4%,10.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Mizukami Yoshinobu,29,0,1,0,4,0,0,114,27.0,19,1,22,16,0,1,0,7,7,2.33,3.89,4.27,1.30,154,98,117,-1.56,0.9%,19.3%,14.0%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Moriwaki Ryosuke,45,3,1,1,13,0,0,184,40.1,42,3,29,22,1,2,3,18,18,4.02,4.47,4.42,1.59,90,113,121,-0.45,1.6%,15.8%,12.0%,3.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Neal Zach,11,1,6,0,0,0,0,262,60.0,76,3,26,15,0,3,3,41,39,5.85,3.84,4.38,1.52,62,97,120,2.01,1.1%,9.9%,5.7%,4.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Ogawa Ryuya,5,0,0,0,0,0,0,11,2.0,2,1,1,3,0,0,0,2,2,9.00,13.15,6.62,2.50,40,332,181,-4.15,9.1%,9.1%,27.3%,-18.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Omagari Ren,4,0,0,0,1,0,0,13,4.0,1,0,2,2,0,0,0,0,0,0.00,3.65,4.80,0.75,999,92,132,-3.65,0.0%,15.4%,15.4%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sano Yasuo,23,0,0,0,2,0,0,84,18.1,22,1,7,8,1,2,1,10,10,4.91,4.73,4.92,1.64,73,120,135,0.18,1.2%,8.3%,9.5%,-1.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sasaki Takeru,5,0,0,0,0,0,0,46,8.2,13,1,4,8,0,1,0,9,8,8.31,6.85,5.67,2.42,43,173,155,1.46,2.2%,8.7%,17.4%,-8.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Taira Kaima,62,3,4,20,21,0,0,247,60.0,36,0,70,28,2,5,3,6,6,0.90,2.47,3.10,1.07,400,62,85,-1.57,0.0%,28.3%,11.3%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Takahashi Kona,27,11,9,0,0,0,0,728,173.2,157,23,127,62,0,6,13,81,73,3.78,4.59,3.91,1.26,95,116,107,-0.81,3.2%,17.4%,8.5%,8.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Takekuma Shota,46,0,2,0,9,0,0,120,30.2,17,2,25,14,1,0,0,7,6,1.76,3.74,3.88,1.01,204,95,106,-1.98,1.7%,20.8%,11.7%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Tamura Ichiro,22,1,0,1,0,0,0,130,31.0,17,2,20,16,2,4,0,10,10,2.90,4.64,4.49,1.06,124,117,123,-1.74,1.5%,15.4%,12.3%,3.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Togame Ken,40,1,1,0,8,0,0,176,40.0,41,1,26,19,0,2,0,18,15,3.38,3.75,4.40,1.50,106,95,121,-0.37,0.6%,14.8%,10.8%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
