Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,Age,Pos,B,Team,League
,Kohri Takuya,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,0.0%,0.0%,0.0%,,27,7,R,Yomiuri Giants,CL
,Maru Yoshihiro,39,162,139,7,37,8,2,1,52,13,3,2,1,0,28,22,4,0,3,0.266,0.366,0.374,0.740,135,0.108,0.327,31.5%,17.3%,13.6%,0.79,36,9,L,Yomiuri Giants,CL
,Masuda Daiki,31,12,10,3,1,0,0,0,1,0,3,1,2,0,3,0,0,0,0,0.100,0.100,0.100,0.200,-38,0.000,0.143,25.0%,25.0%,0.0%,0.00,31,5,R,Yomiuri Giants,CL
,Masuda Riku,65,239,220,17,56,9,0,5,80,20,0,3,2,3,44,11,1,3,4,0.255,0.295,0.364,0.659,108,0.109,0.293,25.1%,18.4%,4.6%,0.25,25,3,R,Yomiuri Giants,CL
,Mitsuka Rui,3,9,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,66.7%,66.7%,0.0%,0.00,21,DH,L,Yomiuri Giants,CL
,Nakayama Raito,60,156,149,14,36,4,0,2,46,9,0,2,1,0,23,4,0,2,3,0.242,0.271,0.309,0.580,83,0.067,0.274,18.6%,14.7%,2.6%,0.17,23,7,L,Yomiuri Giants,CL
,Nishidate Yuhi,11,8,6,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,25.0%,25.0%,0.0%,0.00,23,1,R,Yomiuri Giants,CL
,Ohshiro Takumi,33,67,64,4,9,1,0,3,19,7,0,0,0,0,22,3,1,0,2,0.141,0.179,0.297,0.476,49,0.156,0.154,41.8%,32.8%,4.5%,0.14,32,3,L,Yomiuri Giants,CL
,Okada Yuki,7,15,14,1,2,1,0,0,3,2,0,0,0,0,8,1,0,0,0,0.143,0.200,0.214,0.414,31,0.071,0.333,60.0%,53.3%,6.7%,0.12,25,9,L,Yomiuri Giants,CL
,Okamoto Kazuma,32,134,117,16,36,8,1,8,70,25,1,1,0,2,16,12,2,3,1,0.308,0.381,0.598,0.979,208,0.290,0.295,26.9%,11.9%,9.0%,0.75,29,3,R,Yomiuri Giants,CL
,Okoye Louis,40,114,104,8,25,4,2,0,33,4,3,3,4,0,26,5,1,1,1,0.240,0.282,0.317,0.599,90,0.077,0.321,27.2%,22.8%,4.4%,0.19,27,8,R,Yomiuri Giants,CL
,Sakamoto Hayato,42,144,130,5,26,8,0,2,40,11,0,0,0,2,34,11,0,1,6,0.200,0.264,0.308,0.572,81,0.108,0.250,32.6%,23.6%,7.6%,0.32,36,5,R,Yomiuri Giants,CL
,Sasahara Misaki,13,22,20,1,2,0,0,0,2,0,0,0,0,0,7,2,0,0,0,0.100,0.182,0.100,0.282,-10,0.000,0.154,40.9%,31.8%,9.1%,0.29,21,9,R,Yomiuri Giants,CL
,Sasaki Shunsuke,23,59,52,6,12,2,0,0,14,2,0,1,3,0,12,4,0,0,1,0.231,0.286,0.269,0.555,76,0.038,0.300,27.1%,20.3%,6.8%,0.33,25,7,L,Yomiuri Giants,CL
,Shigenobu Shinnosuke,10,3,3,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0.333,0.333,0.333,0.666,112,0.000,1.000,66.7%,66.7%,0.0%,0.00,32,8,L,Yomiuri Giants,CL
,Sunagawa Richard,24,54,51,3,6,1,0,3,16,7,0,0,0,0,24,3,0,0,0,0.118,0.167,0.314,0.481,50,0.196,0.125,55.6%,44.4%,5.6%,0.12,26,5,R,Yomiuri Giants,CL
,Tanaka Masahiro,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,36,1,R,Yomiuri Giants,CL
,Togo Shosei,11,14,10,0,2,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0.200,0.200,0.200,0.400,26,0.000,0.333,28.6%,28.6%,0.0%,0.00,25,1,R,Yomiuri Giants,CL
,Urata Shunsuke,8,11,11,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.091,0.091,0.091,0.182,-43,0.000,0.100,9.1%,9.1%,0.0%,0.00,22,5,L,Yomiuri Giants,CL
,Wakabayashi Gakuto,52,175,155,20,41,8,2,3,62,14,6,0,3,1,28,12,0,4,0,0.265,0.331,0.400,0.731,131,0.135,0.304,24.6%,16.0%,6.9%,0.43,27,7,R,Yomiuri Giants,CL
,Yamasaki Iori,16,30,27,1,3,0,0,0,3,0,0,0,2,0,13,1,0,0,0,0.111,0.143,0.111,0.254,-20,0.000,0.214,46.7%,43.3%,3.3%,0.08,26,1,L,Yomiuri Giants,CL
,Yokogawa Kai,15,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,66.7%,66.7%,0.0%,0.00,24,1,L,Yomiuri Giants,CL
,Yoshikawa Naoki,87,374,331,28,92,13,3,3,120,26,7,2,1,3,51,35,0,4,6,0.278,0.351,0.363,0.714,127,0.085,0.318,23.8%,13.6%,9.4%,0.69,30,4,L,Yomiuri Giants,CL
,Yuasa Dai,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,0.0%,0.0%,0.0%,,25,5,R,Yomiuri Giants,CL
,Akahane Yoshihiro,63,205,182,17,44,9,1,2,61,18,5,3,8,2,41,13,0,0,1,0.242,0.289,0.335,0.624,88,0.093,0.298,27.3%,20.0%,6.3%,0.32,25,4,R,Yakult Swallows,CL
,Avila Pedro,9,10,10,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.100,0.100,0.100,0.200,-34,0.000,0.125,20.0%,20.0%,0.0%,0.00,28,1,R,Yakult Swallows,CL
,Hamada Taiki,10,17,17,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.059,0.059,0.059,0.118,-58,0.000,0.071,17.6%,17.6%,0.0%,0.00,24,9,R,Yakult Swallows,CL
,Hashimoto Seiya,13,12,11,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0.091,0.167,0.091,0.258,-16,0.000,0.143,41.7%,33.3%,8.3%,0.25,24,9,L,Yakult Swallows,CL
,Ishikawa Masanori,5,8,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-92,0.000,0.000,50.0%,50.0%,0.0%,0.00,45,1,L,Yakult Swallows,CL
,Itoh Ryui,54,145,129,11,29,4,1,3,44,16,3,1,4,1,37,11,1,0,1,0.225,0.284,0.341,0.625,88,0.116,0.289,35.2%,25.5%,7.6%,0.30,22,6,R,Yakult Swallows,CL
,Iwata Yukihiro,69,217,192,24,47,3,4,0,58,5,10,5,5,1,24,14,1,5,1,0.245,0.311,0.302,0.613,86,0.057,0.278,17.5%,11.1%,6.5%,0.58,27,8,L,Yakult Swallows,CL
,Kanakubo Yuto,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-92,0.000,,100.0%,100.0%,0.0%,0.00,25,1,L,Yakult Swallows,CL
,Kitamura Takumi,42,113,98,8,19,1,0,3,29,4,0,1,5,0,26,6,0,4,1,0.194,0.269,0.296,0.565,72,0.102,0.232,31.0%,23.0%,5.3%,0.23,29,6,R,Yakult Swallows,CL
,Koga Yudai,49,155,141,9,40,6,0,2,52,7,1,0,5,0,14,6,1,3,8,0.284,0.327,0.369,0.696,109,0.085,0.304,14.2%,9.0%,3.9%,0.43,26,2,R,Yakult Swallows,CL
,Lambert Peter,14,19,17,1,2,0,0,0,2,1,0,0,2,0,8,0,0,0,0,0.118,0.118,0.118,0.236,-24,0.000,0.222,42.1%,42.1%,0.0%,0.00,28,1,R,Yakult Swallows,CL
,Maruyama Kazuya,15,20,19,3,2,0,0,0,2,1,0,0,0,0,7,1,1,0,0,0.105,0.150,0.105,0.255,-17,0.000,0.167,40.0%,35.0%,5.0%,0.14,25,9,L,Yakult Swallows,CL
,Masuda Shu,50,94,85,8,22,4,2,1,33,9,1,0,2,0,18,5,0,2,0,0.259,0.315,0.388,0.703,111,0.129,0.318,25.5%,19.1%,5.3%,0.28,26,9,R,Yakult Swallows,CL
,Matsumoto Naoki,14,31,29,0,6,1,0,0,7,0,0,0,0,0,6,2,0,0,3,0.207,0.258,0.241,0.499,53,0.034,0.261,25.8%,19.4%,6.5%,0.33,31,2,R,Yakult Swallows,CL
,Miyamoto Takeshi,52,78,64,4,16,4,0,0,20,5,0,0,2,0,16,12,1,0,1,0.250,0.368,0.313,0.681,107,0.063,0.333,35.9%,20.5%,15.4%,0.75,30,7,L,Yakult Swallows,CL
,Mogi Eigoro,53,172,150,12,36,2,0,5,53,16,0,3,1,0,48,19,1,2,2,0.240,0.333,0.353,0.686,107,0.113,0.320,41.9%,27.9%,11.0%,0.40,31,5,L,Yakult Swallows,CL
,Murakami Munetaka,1,4,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.250,0.250,0.250,0.500,53,0.000,0.500,50.0%,50.0%,0.0%,0.00,25,9,L,Yakult Swallows,CL
,Nagaoka Hideki,19,78,72,4,14,2,0,0,16,2,0,0,2,1,6,2,1,1,3,0.194,0.224,0.222,0.446,37,0.028,0.209,10.3%,7.7%,2.6%,0.33,23,6,L,Yakult Swallows,CL
,Nakamura Yuhei,47,133,111,8,19,3,0,0,22,5,1,0,5,0,21,15,2,2,4,0.171,0.281,0.198,0.479,48,0.027,0.211,27.1%,15.8%,11.3%,0.71,35,2,R,Yakult Swallows,CL
,Nakamura Yuto,3,5,4,1,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0.250,0.400,0.250,0.650,99,0.000,1.000,80.0%,60.0%,20.0%,0.33,22,1,L,Yakult Swallows,CL
,Namiki Hidetaka,41,92,82,18,19,3,0,3,31,7,5,2,5,0,9,3,0,2,0,0.232,0.276,0.378,0.654,96,0.146,0.229,16.3%,9.8%,3.3%,0.33,26,8,R,Yakult Swallows,CL
,Nishikawa Haruki,43,122,105,10,19,3,0,0,22,6,1,0,2,0,30,14,0,1,1,0.181,0.283,0.210,0.493,52,0.029,0.253,36.1%,24.6%,11.5%,0.47,33,8,L,Yakult Swallows,CL
,Ogawa Yasuhiro,8,17,13,0,1,1,0,0,2,0,0,0,4,0,5,0,0,0,0,0.077,0.077,0.154,0.231,-26,0.077,0.125,29.4%,29.4%,0.0%,0.00,35,1,R,Yakult Swallows,CL
,Ohta Kengo,5,11,10,1,2,0,0,0,2,2,0,0,0,0,4,1,0,0,0,0.200,0.273,0.200,0.473,46,0.000,0.333,45.5%,36.4%,9.1%,0.25,28,9,L,Yakult Swallows,CL
,Okugawa Yasunobu,9,14,12,0,2,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0.167,0.167,0.167,0.334,5,0.000,0.286,35.7%,35.7%,0.0%,0.00,24,1,R,Yakult Swallows,CL
,Osuna Jose,83,349,315,20,82,14,0,5,111,39,2,1,0,3,40,30,6,1,7,0.260,0.324,0.352,0.676,104,0.092,0.282,21.5%,11.5%,8.6%,0.75,32,3,R,Yakult Swallows,CL
,Santana Domingo,60,240,212,25,58,11,0,3,78,15,1,1,0,0,65,25,0,3,4,0.274,0.358,0.368,0.726,119,0.094,0.382,38.8%,27.1%,10.4%,0.38,32,7,R,Yakult Swallows,CL
,Sawai Ren,22,64,63,3,13,3,0,1,19,3,0,0,0,0,20,1,0,0,1,0.206,0.219,0.302,0.521,58,0.096,0.286,34.4%,31.2%,1.6%,0.05,25,9,L,Yakult Swallows,CL
,Shimokawa Shunsuke,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-92,0.000,,0.0%,0.0%,0.0%,,25,1,R,Yakult Swallows,CL
,Takahashi Keiji,6,8,6,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-92,0.000,0.000,50.0%,50.0%,0.0%,0.00,28,1,L,Yakult Swallows,CL
,Takanashi Hirotoshi,9,12,12,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0.083,0.083,0.083,0.166,-44,0.000,0.143,41.7%,41.7%,0.0%,0.00,34,1,R,Yakult Swallows,CL
,Takeoka Ryusei,46,118,103,6,19,5,0,1,27,5,1,0,7,1,22,7,0,0,0,0.184,0.234,0.262,0.496,51,0.078,0.222,25.4%,18.6%,5.9%,0.32,24,UTL,L,Yakult Swallows,CL
,Tanaka Haruto,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-92,0.000,,100.0%,100.0%,0.0%,0.00,19,,L,Yakult Swallows,CL
,Uchiyama Souma,58,220,202,22,56,11,0,5,82,23,4,1,0,3,30,15,0,0,4,0.277,0.323,0.406,0.729,118,0.129,0.300,22.7%,13.6%,6.8%,0.50,23,7,R,Yakult Swallows,CL
,Yamada Tetsuto,75,260,236,13,50,9,0,5,74,22,2,0,0,1,45,21,2,2,6,0.212,0.281,0.314,0.595,80,0.102,0.241,27.3%,17.3%,8.1%,0.47,32,4,R,Yakult Swallows,CL
,Yamano Taichi,8,12,10,0,1,1,0,0,2,1,0,0,2,0,6,0,0,0,0,0.100,0.100,0.200,0.300,-7,0.100,0.250,50.0%,50.0%,0.0%,0.00,26,1,L,Yakult Swallows,CL
,Yamanobe Kakeru,16,23,19,2,4,1,0,0,5,2,2,0,1,0,2,2,1,1,0,0.211,0.318,0.263,0.581,78,0.052,0.235,17.4%,8.7%,8.7%,1.00,31,5,R,Yakult Swallows,CL
,Yoshimura Kojiro,13,24,18,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,1,0.000,0.053,0.000,0.053,-76,0.000,0.000,29.2%,25.0%,4.2%,0.17,27,1,R,Yakult Swallows,CL
,Bright Kenta,54,93,81,11,19,6,2,2,35,11,0,1,0,0,23,9,0,3,1,0.235,0.333,0.432,0.765,151,0.197,0.304,36.6%,24.7%,9.7%,0.39,26,7,R,Chunichi Dragons,CL
,Calixte Orlando,61,192,176,13,40,9,1,1,54,14,1,1,1,3,37,12,0,0,4,0.227,0.272,0.307,0.579,89,0.080,0.277,26.0%,19.3%,6.2%,0.32,33,3,R,Chunichi Dragons,CL
,Fukunaga Hiroki,2,5,3,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.333,0.600,0.667,1.267,322,0.334,0.333,40.0%,0.0%,40.0%,1.00,28,5,R,Chunichi Dragons,CL
,Gotoh Shunta,9,9,8,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0.125,0.125,0.125,0.250,-23,0.000,0.167,22.2%,22.2%,0.0%,0.00,32,9,L,Chunichi Dragons,CL
,Hama Shonosuke,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,1.000,233,0.000,0.500,0.0%,0.0%,0.0%,,25,9,L,Chunichi Dragons,CL
,Higuchi Seishu,18,14,12,0,0,0,0,0,0,0,3,2,1,0,5,1,0,0,0,0.000,0.077,0.000,0.077,-80,0.000,0.000,42.9%,35.7%,7.1%,0.20,26,4,L,Chunichi Dragons,CL
,Hosokawa Seiya,53,204,170,14,42,14,0,6,74,22,0,1,0,2,53,30,3,2,5,0.247,0.363,0.435,0.798,162,0.188,0.319,43.6%,26.0%,14.7%,0.57,26,9,R,Chunichi Dragons,CL
,Ishibashi Kota,9,11,7,0,1,0,0,0,1,1,0,0,1,0,2,3,0,0,0,0.143,0.400,0.143,0.543,82,0.000,0.200,45.5%,18.2%,27.3%,1.50,24,2,R,Chunichi Dragons,CL
,Ishii Yuta,43,130,113,8,28,5,0,1,36,9,0,0,9,0,31,8,1,0,3,0.248,0.298,0.319,0.617,102,0.071,0.333,30.8%,23.8%,6.2%,0.26,24,2,R,Chunichi Dragons,CL
,Ishikawa Takaya,21,71,68,5,9,2,0,0,11,4,0,1,0,0,26,2,0,1,1,0.132,0.169,0.162,0.331,5,0.030,0.214,39.4%,36.6%,2.8%,0.08,24,5,R,Chunichi Dragons,CL
,Itayama Yutaro,58,146,135,12,29,4,1,2,41,9,0,0,2,1,37,7,1,1,4,0.215,0.257,0.304,0.561,82,0.089,0.278,31.5%,25.3%,4.8%,0.19,31,4,L,Chunichi Dragons,CL
,Kanemaru Yumeto,8,12,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.000,0.000,0.000,0.000,-108,0.000,0.000,75.0%,75.0%,0.0%,0.00,22,1,L,Chunichi Dragons,CL
,Katoh Takuma,29,29,21,0,3,0,0,0,3,1,0,0,7,0,7,1,0,0,0,0.143,0.182,0.143,0.325,3,0.000,0.214,27.6%,24.1%,3.4%,0.14,33,2,R,Chunichi Dragons,CL
,Kawagoe Seiji,24,39,33,2,7,1,0,0,8,0,0,0,0,0,10,4,0,2,0,0.212,0.333,0.242,0.575,90,0.030,0.304,35.9%,25.6%,10.3%,0.40,32,DH,L,Chunichi Dragons,CL
,Kinoshita Takuya,38,122,112,7,27,3,0,2,36,8,0,0,2,0,20,8,2,0,3,0.241,0.292,0.321,0.613,100,0.080,0.278,24.6%,16.4%,6.6%,0.40,33,2,R,Chunichi Dragons,CL
,Matsuba Takahiro,16,33,24,1,4,0,0,0,4,0,0,0,6,0,7,2,0,1,0,0.167,0.259,0.167,0.426,39,0.000,0.235,27.3%,21.2%,6.1%,0.29,34,1,L,Chunichi Dragons,CL
,Mejia Humberto,3,5,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.200,0.200,0.200,0.400,28,0.000,0.500,60.0%,60.0%,0.0%,0.00,28,1,R,Chunichi Dragons,CL
,Miura Mizuki,7,9,8,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0.125,0.222,0.125,0.347,12,0.000,0.167,33.3%,22.2%,11.1%,0.50,25,1,R,Chunichi Dragons,CL
,Muller Kyle,11,19,16,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,1,0.000,0.059,0.000,0.059,-87,0.000,0.000,42.1%,36.8%,5.3%,0.14,27,1,R,Chunichi Dragons,CL
,Muramatsu Kaito,50,175,149,8,27,3,1,2,38,10,2,2,9,3,36,11,0,3,0,0.181,0.247,0.255,0.502,63,0.074,0.219,28.0%,20.6%,6.3%,0.31,24,6,L,Chunichi Dragons,CL
,Nakata Sho,22,65,59,4,10,3,0,2,19,4,0,0,0,0,11,6,1,0,1,0.169,0.246,0.322,0.568,84,0.153,0.174,29.2%,16.9%,9.2%,0.55,36,3,R,Chunichi Dragons,CL
,Neo Akira,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-108,0.000,,100.0%,100.0%,0.0%,0.00,25,1,L,Chunichi Dragons,CL
,Oda Gouki,28,5,5,7,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-108,0.000,0.000,40.0%,40.0%,0.0%,0.00,24,7,L,Chunichi Dragons,CL
,Ohno Yudai,12,24,18,0,1,0,0,0,1,0,0,0,5,0,10,1,0,0,0,0.056,0.105,0.056,0.161,-52,0.000,0.125,45.8%,41.7%,4.2%,0.10,36,1,L,Chunichi Dragons,CL
,Ohshima Yohei,38,70,69,5,16,0,0,0,16,2,3,0,0,0,8,1,0,0,0,0.232,0.243,0.232,0.475,54,0.000,0.262,12.9%,11.4%,1.4%,0.12,39,7,L,Chunichi Dragons,CL
,Okabayashi Yuki,88,394,354,44,104,18,5,2,138,20,14,3,2,2,36,35,7,1,1,0.294,0.357,0.390,0.747,146,0.096,0.321,18.5%,9.1%,8.9%,0.97,23,8,L,Chunichi Dragons,CL
,Okada Toshiya,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-108,0.000,,100.0%,100.0%,0.0%,0.00,33,1,L,Chunichi Dragons,CL
,Rodriguez Christian,3,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.000,0.000,0.000,0.000,-108,0.000,0.000,20.0%,20.0%,0.0%,0.00,23,6,R,Chunichi Dragons,CL
,Satoh Ryusei,22,73,63,5,13,3,0,0,16,3,1,0,1,1,19,8,1,0,2,0.206,0.292,0.254,0.546,79,0.048,0.289,37.0%,26.0%,11.0%,0.42,28,5,R,Chunichi Dragons,CL
,Takahashi Hiroto,16,31,27,0,3,0,0,0,3,0,0,0,4,0,13,0,0,0,0,0.111,0.111,0.111,0.222,-32,0.000,0.214,41.9%,41.9%,0.0%,0.00,22,1,R,Chunichi Dragons,CL
,Takahashi Shuhei,41,101,94,1,22,5,0,0,27,8,0,0,0,0,21,7,1,0,2,0.234,0.287,0.287,0.574,87,0.053,0.301,27.7%,20.8%,6.9%,0.33,31,5,L,Chunichi Dragons,CL
,Tanaka Mikiya,46,178,152,16,30,8,0,1,41,9,7,2,10,1,20,14,0,1,2,0.197,0.268,0.270,0.538,75,0.073,0.220,19.7%,11.2%,7.9%,0.70,24,4,R,Chunichi Dragons,CL
,Tsuchida Ryuku,12,37,35,1,5,2,0,0,7,2,0,0,0,0,9,2,0,0,2,0.143,0.189,0.200,0.389,24,0.057,0.192,29.7%,24.3%,5.4%,0.22,22,6,L,Chunichi Dragons,CL
,Tsuda Keishi,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-108,0.000,,100.0%,100.0%,0.0%,0.00,22,6,R,Chunichi Dragons,CL
,Tsujimoto Rintaro,16,29,27,2,4,1,0,0,5,0,0,0,2,0,6,0,0,0,1,0.148,0.148,0.185,0.333,5,0.037,0.190,20.7%,20.7%,0.0%,0.00,23,4,R,Chunichi Dragons,CL
,Uebayashi Seiji,86,331,308,31,81,12,3,11,132,32,19,4,4,1,59,16,7,2,0,0.263,0.303,0.429,0.732,139,0.166,0.293,26.0%,17.8%,4.8%,0.27,29,9,L,Chunichi Dragons,CL
,Ukai Kosuke,13,30,30,0,5,0,0,0,5,0,1,0,0,0,7,0,0,0,1,0.167,0.167,0.167,0.334,6,0.000,0.217,23.3%,23.3%,0.0%,0.00,26,7,R,Chunichi Dragons,CL
,Usami Shingo,15,31,25,2,4,0,0,0,4,0,0,0,0,0,10,6,2,0,0,0.160,0.323,0.160,0.483,60,0.000,0.267,51.6%,32.3%,19.4%,0.60,32,2,L,Chunichi Dragons,CL
,Vosler Jason,67,265,241,15,59,17,0,7,97,33,0,1,0,2,53,18,1,4,2,0.245,0.306,0.402,0.708,131,0.157,0.284,29.4%,20.0%,6.8%,0.34,31,3,L,Chunichi Dragons,CL
,Wakui Hideaki,9,11,10,1,1,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0.100,0.182,0.100,0.282,-10,0.000,0.333,72.7%,63.6%,9.1%,0.14,39,1,R,Chunichi Dragons,CL
,Yamamoto Yasuhiro,66,200,183,11,48,9,1,2,65,13,2,1,10,0,33,7,0,0,2,0.262,0.289,0.355,0.644,110,0.093,0.311,21.0%,16.5%,3.5%,0.21,31,6,R,Chunichi Dragons,CL
,Yanagi Yuya,5,10,9,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0.222,0.300,0.222,0.522,71,0.000,0.250,20.0%,10.0%,10.0%,1.00,31,1,R,Chunichi Dragons,CL
,Azuma Kohei,6,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,0.000,60.0%,60.0%,0.0%,0.00,25,1,R,ORIX Buffaloes,PL
,Chano Tokumasa,3,12,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.334,5,0.000,0.167,0.0%,0.0%,0.0%,,25,7,L,ORIX Buffaloes,PL
,Diaz Jordan,38,102,93,5,23,4,0,1,30,5,0,0,0,0,23,9,0,0,4,0.247,0.314,0.323,0.637,102,0.076,0.319,32.4%,22.5%,8.8%,0.39,24,DH,R,ORIX Buffaloes,PL
,Espinoza Anderson,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,27,1,R,ORIX Buffaloes,PL
,Fukuda Shuhei,19,54,46,1,8,0,0,0,8,2,1,0,4,0,8,4,0,0,1,0.174,0.240,0.174,0.414,32,0.000,0.211,22.2%,14.8%,7.4%,0.50,32,8,L,ORIX Buffaloes,PL
,Fukunaga Sho,29,56,52,2,8,2,1,0,12,3,0,0,1,0,18,3,0,0,1,0.154,0.200,0.231,0.431,36,0.077,0.235,37.5%,32.1%,5.4%,0.17,25,2,R,ORIX Buffaloes,PL
,Gen Kendai,29,7,4,6,1,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0.250,0.500,0.250,0.750,143,0.000,0.500,57.1%,28.6%,28.6%,1.00,23,7,R,ORIX Buffaloes,PL
,Hirooka Taishi,62,212,181,26,51,7,1,4,72,13,5,4,5,2,37,24,0,0,3,0.282,0.362,0.398,0.760,141,0.116,0.331,30.7%,17.5%,11.3%,0.65,28,5,R,ORIX Buffaloes,PL
,Ishikawa Ryo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,100.0%,100.0%,0.0%,0.00,29,2,R,ORIX Buffaloes,PL
,Kita Ryoto,39,107,98,12,25,4,0,2,35,5,4,0,2,1,27,6,0,0,0,0.255,0.295,0.357,0.652,106,0.102,0.329,32.7%,25.2%,5.6%,0.22,22,9,L,ORIX Buffaloes,PL
,Kurebayashi Kotaro,75,296,268,18,64,10,1,5,91,28,0,2,0,4,37,21,2,3,6,0.239,0.297,0.340,0.637,102,0.101,0.257,21.3%,12.5%,7.1%,0.57,23,6,R,ORIX Buffaloes,PL
,Kuri Allen,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-102,0.000,,0.0%,0.0%,0.0%,,33,1,R,ORIX Buffaloes,PL
,Miyagi Hiroya,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.250,0.000,0.250,-17,0.000,0.000,25.0%,0.0%,25.0%,1.00,23,1,L,ORIX Buffaloes,PL
,Mori Tomoya,35,139,120,14,29,7,0,0,36,10,0,0,0,1,23,17,1,1,0,0.242,0.338,0.300,0.638,103,0.058,0.296,28.8%,16.5%,12.2%,0.74,29,DH,L,ORIX Buffaloes,PL
,Mugitani Yusuke,41,76,70,13,18,0,1,0,20,5,8,2,0,0,17,6,0,0,0,0.257,0.316,0.286,0.602,92,0.029,0.340,30.3%,22.4%,7.9%,0.35,22,8,L,ORIX Buffaloes,PL
,Mune Yuma,49,204,183,17,45,8,1,4,67,18,2,3,2,0,25,16,1,3,3,0.246,0.317,0.366,0.683,116,0.120,0.266,22.1%,12.3%,7.8%,0.64,29,5,L,ORIX Buffaloes,PL
,Nakagawa Keita,73,280,260,35,70,17,1,7,110,40,7,1,3,2,36,15,1,0,7,0.269,0.307,0.423,0.730,130,0.154,0.288,20.7%,12.9%,5.4%,0.42,29,8,R,ORIX Buffaloes,PL
,Nishikawa Ryoma,69,293,277,26,87,20,1,4,121,31,4,1,4,1,42,9,1,2,4,0.314,0.339,0.437,0.776,145,0.123,0.358,18.8%,14.3%,3.1%,0.21,30,7,L,ORIX Buffaloes,PL
