Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Flores Jose,10,1,0,0,0,0,0,1.000,52,13,,9,0,5,1,0,11,2,0,3,2,1.38,Lotte Marines,
Futaki Kota,22,5,7,0,0,0,0,.417,494,117,,119,24,28,1,4,77,3,0,61,57,4.38,Lotte Marines,
Herrmann Frank,45,1,1,0,24,0,0,.500,189,43,.1,47,7,13,1,1,38,3,0,26,25,5.19,Lotte Marines,
Ishikawa Ayumu,12,6,3,0,0,2,0,.667,310,80,,73,10,9,0,0,42,0,0,30,30,3.38,Lotte Marines,
Iwashita Daiki,23,8,8,0,1,0,0,.500,514,120,,110,14,46,1,2,87,7,0,59,59,4.43,Lotte Marines,
Karakawa Yuki,38,4,2,0,22,0,0,.667,150,36,.1,29,4,13,0,1,26,1,0,11,11,2.72,Lotte Marines,
Kawamura Tokito,20,4,1,0,0,0,0,.800,178,41,.2,39,4,17,3,0,28,0,0,16,16,3.46,Lotte Marines,
Kuniyoshi Yuki,25,2,0,2,17,0,0,1.000,106,25,,18,0,17,2,0,19,2,0,4,4,1.44,Lotte Marines,
Masuda Naoya,67,3,6,38,0,0,0,.333,248,64,.1,43,5,15,1,0,68,2,0,17,16,2.24,Lotte Marines,
Mima Manabu,21,6,7,0,0,0,0,.462,506,115,.1,139,15,32,1,4,92,4,0,72,63,4.92,Lotte Marines,
Minami Masaki,1,0,0,0,1,0,0,.000,1,0,.1,0,0,0,0,0,1,0,0,0,0,0.00,Lotte Marines,
Motomae Fumiya,8,1,2,0,0,0,0,.333,164,37,.2,41,7,15,0,2,17,0,0,20,20,4.78,Lotte Marines,
Nakamura Toshiya,14,0,2,0,0,0,0,.000,172,38,,40,3,18,1,1,27,3,2,19,13,3.08,Lotte Marines,
Narita Kakeru,3,0,0,0,0,0,0,.000,14,3,,3,0,2,0,0,3,0,0,0,0,0.00,Lotte Marines,
Ohmine Yuta,8,1,1,0,0,0,0,.500,51,11,,15,1,2,0,0,7,2,0,6,5,4.09,Lotte Marines,
Ojima Kazuya,24,10,4,0,0,3,2,.714,606,146,,123,16,51,1,6,92,2,0,65,61,3.76,Lotte Marines,
Ono Fumiya,49,0,3,0,8,0,0,.000,220,51,.2,37,4,26,1,2,56,5,0,25,20,3.48,Lotte Marines,
Romero Enny,4,1,0,0,0,0,0,1.000,95,23,.1,19,2,9,0,0,20,1,0,4,4,1.54,Lotte Marines,
Sasaki Chihaya,54,8,1,1,26,0,0,.889,222,57,,36,4,14,1,2,28,0,0,13,8,1.26,Lotte Marines,
Sasaki Roki,11,3,2,0,0,0,0,.600,258,63,.1,51,5,16,1,0,68,3,0,24,16,2.27,Lotte Marines,
Suzuki Shota,23,1,4,0,1,0,0,.200,341,79,.1,78,10,28,0,2,76,2,0,38,36,4.08,Lotte Marines,
Tanaka Yasuhiro,38,1,2,0,10,0,0,.333,156,33,.2,42,3,13,5,2,20,3,0,18,17,4.54,Lotte Marines,
Tojo Taiki,5,0,0,0,1,0,0,.000,20,3,.1,7,0,5,0,0,0,0,0,2,2,5.40,Lotte Marines,
Yokoyama Rikuto,10,0,0,0,0,0,0,.000,48,9,.2,14,1,3,0,2,11,0,0,6,5,4.66,Lotte Marines,
Bandoh Yugo,44,0,2,1,16,0,0,.000,165,39,.1,28,4,17,1,2,41,1,0,13,11,2.52,SoftBank Hawks,
Furuya Yuto,13,1,1,0,2,0,0,.500,56,13,.1,7,0,7,0,1,13,0,0,4,3,2.03,SoftBank Hawks,
Higashihama Nao,14,4,4,0,0,0,0,.500,326,75,.1,85,7,22,0,3,61,0,0,36,31,3.70,SoftBank Hawks,
Ishikawa Shuta,28,6,9,0,0,0,0,.400,653,156,.1,135,22,51,0,17,134,3,0,70,59,3.40,SoftBank Hawks,
Iwasaki Sho,48,2,5,6,14,0,0,.286,179,45,.1,37,7,11,2,0,56,1,0,21,21,4.17,SoftBank Hawks,
Izumi Keisuke,31,1,2,0,6,0,0,.333,111,26,.1,20,4,13,0,3,30,2,0,10,8,2.73,SoftBank Hawks,
Kaino Hiroshi,22,0,2,1,4,0,0,.000,88,20,.2,16,3,10,0,2,25,1,0,10,10,4.35,SoftBank Hawks,
Kasaya Shunsuke,16,3,4,0,0,0,0,.429,262,59,,52,12,35,0,2,64,0,0,30,28,4.27,SoftBank Hawks,
Kawahara Hiroyuki,3,0,0,0,0,0,0,.000,14,2,.1,3,0,3,0,1,2,0,0,2,2,7.71,SoftBank Hawks,
Kayama Shinya,58,1,0,0,19,0,0,1.000,121,28,.2,22,2,13,1,1,27,0,0,16,15,4.71,SoftBank Hawks,
Martinez Nick,21,9,4,0,0,0,0,.692,553,140,.2,108,6,38,0,5,138,1,0,25,25,1.60,SoftBank Hawks,
Matsumoto Yuki,33,3,3,0,4,0,0,.500,306,73,.2,64,9,28,1,2,59,0,0,33,31,3.79,SoftBank Hawks,
Moinelo Livan,33,1,0,5,14,0,0,1.000,128,31,.1,15,2,19,2,1,42,0,0,6,4,1.15,SoftBank Hawks,
Mori Yuito,30,1,3,15,0,0,0,.250,118,29,,20,6,10,0,0,26,0,0,13,13,4.03,SoftBank Hawks,
Niho Akira,2,0,1,0,0,0,0,.000,53,11,.1,12,0,5,0,1,8,0,0,7,6,4.76,SoftBank Hawks,
Ogata Shuto,8,0,0,0,0,0,0,.000,34,10,.1,3,1,2,0,0,9,0,0,1,1,0.87,SoftBank Hawks,
Ohtake Koutaro,2,0,1,0,1,0,0,.000,22,4,,7,0,3,0,0,1,0,0,7,7,15.75,SoftBank Hawks,
Ohzeki Tomohisa,12,0,0,0,0,0,0,.000,88,23,,12,1,10,0,2,13,0,0,6,6,2.35,SoftBank Hawks,
Rea Colin,6,3,1,0,0,1,1,.750,150,40,,22,3,13,0,3,38,0,0,10,9,2.03,SoftBank Hawks,
Senga Koudai,13,10,3,0,0,0,0,.769,340,84,.2,60,2,27,0,2,90,7,0,25,25,2.66,SoftBank Hawks,
Stewart Jr. Carter,11,0,2,0,1,0,0,.000,112,23,.2,21,0,21,0,1,36,4,0,18,16,6.08,SoftBank Hawks,
Sugiyama Kazuki,15,2,2,0,1,0,0,.500,117,25,.1,13,1,31,0,2,29,1,0,9,9,3.20,SoftBank Hawks,
Takahashi Jumpei,10,1,1,0,2,0,0,.500,46,11,,6,0,6,0,1,9,2,0,1,0,0.00,SoftBank Hawks,
Takahashi Rei,11,1,1,0,0,0,0,.500,168,34,,31,3,32,0,6,14,0,0,25,22,5.82,SoftBank Hawks,
Takeda Shota,12,4,5,0,0,1,0,.444,314,77,.1,66,7,24,0,2,73,2,0,23,23,2.68,SoftBank Hawks,
Tanaka Seigi,18,0,0,0,1,0,0,.000,67,16,.2,9,2,8,0,0,14,3,0,5,4,2.16,SoftBank Hawks,
Taura Fumimaru,19,1,0,0,1,0,0,1.000,90,21,.1,22,1,7,1,0,17,2,0,8,8,3.38,SoftBank Hawks,
Tsumori Yuki,45,1,0,0,11,0,0,1.000,132,33,,24,2,8,1,2,43,0,0,8,8,2.18,SoftBank Hawks,
Wada Tsuyoshi,18,5,6,0,0,0,0,.455,396,94,.1,95,14,27,1,3,83,0,0,49,47,4.48,SoftBank Hawks,
Watanabe Yuta,6,0,0,0,1,0,0,.000,18,4,,6,0,1,0,0,4,0,0,2,2,4.50,SoftBank Hawks,
Anraku Tomohiro,58,3,3,2,22,0,0,.500,240,56,.1,45,4,33,0,2,50,1,0,13,13,2.08,Rakuten Eagles,
Busenitz Alan,31,1,0,0,4,0,0,1.000,124,29,,32,1,9,0,0,23,2,0,16,16,4.97,Rakuten Eagles,
Fukui Yuya,19,0,0,0,0,0,0,.000,82,20,.1,17,3,6,0,0,21,1,0,10,10,4.43,Rakuten Eagles,
Fukuyama Hiroyuki,24,0,2,0,4,0,0,.000,101,22,.2,23,3,12,0,0,13,0,0,6,6,2.38,Rakuten Eagles,
Hayakawa Takahisa,24,9,7,0,0,1,1,.563,565,137,.2,132,11,30,1,2,127,2,1,59,59,3.86,Rakuten Eagles,
Ishibashi Ryota,3,0,1,0,0,0,0,.000,56,13,,12,2,6,0,1,4,2,0,5,5,3.46,Rakuten Eagles,
Kamata Yoshinao,1,0,0,0,0,0,0,.000,19,4,,8,1,1,0,0,2,0,0,5,5,11.25,Rakuten Eagles,
Kishi Takayuki,25,9,10,0,0,1,1,.474,620,149,,149,17,34,0,1,131,1,0,62,57,3.44,Rakuten Eagles,
Makita Kazuhisa,17,0,0,0,2,0,0,.000,72,16,.1,17,2,3,0,1,5,0,0,10,6,3.31,Rakuten Eagles,
Matsui Yuki,43,0,2,24,0,0,0,.000,172,43,,22,1,21,1,1,59,1,0,3,3,0.63,Rakuten Eagles,
Morihara Kohei,34,0,0,0,3,0,0,.000,132,32,.1,29,3,8,2,0,30,0,1,10,10,2.78,Rakuten Eagles,
Nishiguchi Naoto,33,5,2,0,3,0,0,.714,239,57,.2,46,7,23,2,2,55,1,0,23,21,3.28,Rakuten Eagles,
Norimoto Takahiro,23,11,5,0,0,2,1,.688,584,144,.2,123,18,35,0,3,152,3,0,56,51,3.17,Rakuten Eagles,
Sakai Tomohito,54,4,3,3,28,0,0,.571,206,51,.1,33,3,24,1,0,44,1,0,15,13,2.28,Rakuten Eagles,
Shiomi Takahiro,1,0,0,0,0,0,0,.000,21,5,,5,0,1,0,0,4,0,0,2,2,3.60,Rakuten Eagles,
Sugahara Shu,1,0,0,0,0,0,0,.000,16,2,.2,2,0,5,0,1,0,1,0,5,5,16.88,Rakuten Eagles,
Sung Chia-Hao,63,3,3,7,24,0,0,.500,246,60,.2,46,2,23,2,2,49,1,0,18,15,2.23,Rakuten Eagles,
Suzuki Sora,5,0,0,0,0,0,0,.000,19,4,.1,3,0,4,0,0,5,1,0,0,0,0.00,Rakuten Eagles,
Takada Koichi,3,0,0,0,0,0,0,.000,28,6,.2,6,1,1,0,1,6,0,0,2,1,1.35,Rakuten Eagles,
Takata Hosei,4,0,1,0,0,0,0,.000,39,7,.2,13,1,5,0,0,8,1,0,9,8,9.39,Rakuten Eagles,
Takinaka Ryota,20,10,5,0,0,0,0,.667,427,103,.2,97,10,27,0,4,75,0,0,40,37,3.21,Rakuten Eagles,
Tanaka Masahiro,23,4,9,0,0,1,0,.308,624,155,.2,131,17,29,0,5,126,6,1,54,52,3.01,Rakuten Eagles,
Tsurusaki Taisei,11,0,0,0,1,0,0,.000,47,10,.2,11,0,5,1,0,7,0,0,6,6,5.06,Rakuten Eagles,
Uchima Takuma,11,0,0,0,0,0,0,.000,45,10,.2,9,0,4,0,1,16,0,0,7,7,5.91,Rakuten Eagles,
Wakui Hideaki,21,6,8,0,0,0,0,.429,420,96,.1,110,7,26,0,2,76,4,0,57,54,5.04,Rakuten Eagles,
Watanabe Yuki,9,0,0,0,2,0,0,.000,23,5,,5,1,2,0,2,4,0,0,3,3,5.40,Rakuten Eagles,
Yuge Hayato,5,1,1,0,0,0,0,.500,65,13,.2,20,0,6,0,1,6,0,0,11,11,7.24,Rakuten Eagles,
Dermody Matt,11,0,2,0,0,0,0,.000,151,33,.1,46,2,13,0,0,22,0,0,22,19,5.13,Seibu Lions,
Garrett Reed,61,4,3,2,17,0,0,.571,258,57,.1,57,6,33,0,0,59,3,1,28,24,3.77,Seibu Lions,
Hamaya Shota,8,1,6,0,0,0,0,.143,174,36,.2,39,8,26,0,4,26,4,0,27,27,6.63,Seibu Lions,
Hirai Katsunori,25,4,4,0,2,0,0,.500,327,74,.2,85,7,19,0,6,55,2,0,40,35,4.22,Seibu Lions,
Honda Keisuke,6,0,3,0,0,0,0,.000,111,25,.2,23,3,14,0,0,9,2,0,14,12,4.21,Seibu Lions,
Imai Tatsuya,25,8,8,0,0,3,1,.500,682,158,.1,123,15,99,1,11,137,11,0,66,58,3.30,Seibu Lions,
Inoue Hiroki,4,0,0,0,0,0,0,.000,28,4,.1,9,1,6,0,0,5,0,0,5,5,10.38,Seibu Lions,
Itoh Sho,13,0,1,0,2,0,0,.000,91,18,,22,2,16,0,2,9,2,0,9,8,4.00,Seibu Lions,
Kumon Katsuhiko,14,0,0,0,3,0,0,.000,43,11,.1,8,0,3,0,0,8,0,0,1,1,0.79,Seibu Lions,
Masuda Tatsushi,33,0,3,8,9,0,0,.000,131,30,.2,32,4,7,1,1,23,1,0,17,17,4.99,Seibu Lions,
Matsumoto Wataru,28,10,8,0,0,1,1,.556,638,149,.2,137,15,64,0,4,130,4,0,63,63,3.79,Seibu Lions,
Matsuoka Kouki,5,0,0,0,0,0,0,.000,22,4,,5,0,5,0,1,1,0,0,5,5,11.25,Seibu Lions,
Matsuzaka Daisuke,1,0,0,0,0,0,0,.000,1,+,,0,0,1,0,0,0,0,0,0,0,0.00,Seibu Lions,
Miyagawa Tetsu,29,1,2,0,6,0,0,.333,117,24,.2,23,4,18,0,3,30,5,0,18,18,6.57,Seibu Lions,
Mizukami Yoshinobu,29,0,1,0,4,0,0,.000,114,27,,19,1,16,0,1,22,0,0,7,7,2.33,Seibu Lions,
Moriwaki Ryosuke,45,3,1,1,13,0,0,.750,184,40,.1,42,3,22,1,2,29,3,0,18,18,4.02,Seibu Lions,
Neal Zach,11,1,6,0,0,0,0,.143,262,60,,76,3,15,0,3,26,3,0,41,39,5.85,Seibu Lions,
Ogawa Ryuya,5,0,0,0,0,0,0,.000,11,2,,2,1,3,0,0,1,0,0,2,2,9.00,Seibu Lions,
Omagari Ren,4,0,0,0,1,0,0,.000,13,4,,1,0,2,0,0,2,0,0,0,0,0.00,Seibu Lions,
Sano Yasuo,23,0,0,0,2,0,0,.000,84,18,.1,22,1,8,1,2,7,1,0,10,10,4.91,Seibu Lions,
Sasaki Takeru,5,0,0,0,0,0,0,.000,46,8,.2,13,1,8,0,1,4,0,0,9,8,8.31,Seibu Lions,
Taira Kaima,62,3,4,20,21,0,0,.429,247,60,,36,0,28,2,5,70,3,0,6,6,0.90,Seibu Lions,
Takahashi Kona,27,11,9,0,0,0,0,.550,728,173,.2,157,23,62,0,6,127,13,0,81,73,3.78,Seibu Lions,
Takekuma Shota,46,0,2,0,9,0,0,.000,120,30,.2,17,2,14,1,0,25,0,0,7,6,1.76,Seibu Lions,
Tamura Ichiro,22,1,0,1,0,0,0,1.000,130,31,,17,2,16,2,4,20,0,0,10,10,2.90,Seibu Lions,
Togame Ken,40,1,1,0,8,0,0,.500,176,40,,41,1,19,0,2,26,0,0,18,15,3.38,Seibu Lions,
Uema Towa,5,1,1,0,0,0,0,.500,94,21,.1,26,3,9,0,0,10,1,1,15,15,6.33,Seibu Lions,
Utsumi Tetsuya,2,1,0,0,0,0,0,1.000,36,7,,11,2,5,0,0,3,1,0,6,6,7.71,Seibu Lions,
Watanabe Yutaro,17,4,4,0,2,0,0,.500,232,55,,43,3,30,0,3,33,4,0,24,21,3.44,Seibu Lions,
Yoshikawa Mitsuo,5,0,0,0,0,0,0,.000,26,4,.1,8,1,6,0,0,0,0,0,8,8,16.62,Seibu Lions,
Yoza Kaito,15,1,1,0,1,0,0,.500,157,38,.2,31,3,10,0,4,28,0,0,12,12,2.79,Seibu Lions,
Akiyoshi Ryo,10,0,0,0,0,0,0,.000,42,10,,7,0,4,1,0,8,0,0,3,3,2.70,Nipponham Fighters,
Erlin Robbie,11,2,3,0,0,0,0,.400,161,38,,40,3,11,0,2,33,0,0,15,14,3.32,Nipponham Fighters,
Fukuda Suguru,5,0,0,0,0,0,0,.000,25,4,.2,9,1,1,0,0,3,1,0,8,6,11.57,Nipponham Fighters,
Hasegawa Ryota,5,0,0,0,2,0,0,.000,16,3,.2,2,0,3,0,0,1,0,0,3,3,7.36,Nipponham Fighters,
Hori Mizuki,60,3,2,0,39,0,0,.600,229,53,.1,36,3,30,1,4,56,3,0,14,14,2.36,Nipponham Fighters,
Iguchi Kazutomo,43,1,2,0,11,0,0,.333,151,38,.2,24,4,10,0,2,33,0,0,11,8,1.86,Nipponham Fighters,
Ikeda Takahide,18,3,10,0,1,0,0,.231,364,82,.1,88,11,35,0,5,52,4,0,42,36,3.94,Nipponham Fighters,
Itoh Hiromi,23,10,9,0,0,1,1,.526,610,146,,125,8,53,1,6,141,1,0,51,47,2.90,Nipponham Fighters,
Kaneko Chihiro,8,0,4,0,0,0,0,.000,149,33,.1,42,4,13,1,3,22,3,0,23,23,6.21,Nipponham Fighters,
Katoh Takayuki,25,6,7,0,0,1,1,.462,595,150,,136,13,21,1,3,102,2,0,61,57,3.42,Nipponham Fighters,
Kawano Ryusei,40,3,6,0,9,0,0,.333,376,90,.1,74,7,31,2,4,68,4,0,35,30,2.99,Nipponham Fighters,
Kitaura Ryuji,3,0,0,0,0,0,0,.000,23,5,.1,5,1,2,0,0,4,0,0,2,2,3.38,Nipponham Fighters,
Kumon Katsuhiko,10,0,0,0,0,0,0,.000,34,7,.1,12,1,2,0,1,6,0,1,3,3,3.68,Nipponham Fighters,
Miyanishi Naoki,50,1,2,0,15,0,0,.333,189,44,.1,42,3,15,1,4,49,3,0,20,18,3.65,Nipponham Fighters,
Mochizuki Daiki,2,0,0,0,0,0,0,.000,16,4,,2,0,3,0,0,1,0,0,1,1,2.25,Nipponham Fighters,
Murata Toru,8,0,0,0,0,0,0,.000,53,9,.2,18,1,9,0,0,5,1,0,10,10,9.31,Nipponham Fighters,
Nabatame Tsubasa,1,1,0,0,0,0,0,1.000,22,6,,1,0,3,0,1,5,0,0,1,1,1.50,Nipponham Fighters,
Nishimura Takahiro,27,0,0,0,1,0,0,.000,139,31,,33,2,12,2,3,32,0,1,16,12,3.48,Nipponham Fighters,
Rodriguez Bryan,47,0,2,3,24,0,0,.000,194,46,,40,4,20,2,3,34,0,0,17,14,2.74,Nipponham Fighters,
Saitoh Yuki,1,0,0,0,0,0,0,.000,1,+,,0,0,1,0,0,0,0,0,0,0,0.00,Nipponham Fighters,
Sugiura Toshihiro,56,3,3,28,1,0,0,.500,221,54,.2,34,9,24,3,1,69,4,0,18,18,2.96,Nipponham Fighters,
Suzuki Kenya,21,0,0,0,0,0,0,.000,84,19,.1,17,1,7,2,3,11,0,0,10,9,4.19,Nipponham Fighters,
Tamai Taisho,50,0,0,0,8,0,0,.000,185,42,.2,41,2,19,2,4,23,1,0,18,15,3.16,Nipponham Fighters,
Tanigawa Masaki,9,1,0,0,0,0,0,1.000,43,10,.1,9,1,4,0,0,8,1,0,7,6,5.23,Nipponham Fighters,
Tateno Kazuaki,11,4,3,0,0,0,0,.571,224,55,,39,3,23,0,3,47,1,0,16,15,2.45,Nipponham Fighters,
Uehara Kenta,11,0,0,0,0,0,0,.000,47,11,.1,8,0,6,1,0,11,0,0,5,5,3.97,Nipponham Fighters,
Uwasawa Naoyuki,24,12,6,0,0,1,0,.667,643,160,.1,119,8,48,1,4,135,5,2,53,50,2.81,Nipponham Fighters,
VerHagen Drew,20,5,8,0,0,0,0,.385,407,96,,90,7,33,1,6,100,1,0,45,41,3.84,Nipponham Fighters,
Yoshida Kosei,1,0,1,0,0,0,0,.000,14,2,,4,1,3,0,0,2,0,0,7,2,9.00,Nipponham Fighters,
