Pitcher,G,W,L,SV,HLD,CG,SHO,PCT,BF,IP,,H,HR,BB,IBB,HB,SO,WP,BK,R,ER,ERA,Team,
Hirohata Atsuya,8,0,0,1,2,0,0,.000,47,11,.1,13,0,0,0,0,9,2,0,5,4,3.18,Lotte Marines,
Ishikawa Ayumu,5,3,1,0,0,0,0,.750,105,24,.1,30,2,6,0,1,11,0,0,10,10,3.70,Lotte Marines,
Iwashita Daiki,21,2,0,0,3,0,0,1.000,85,21,.2,13,2,9,0,0,13,2,0,7,7,2.91,Lotte Marines,
Karakawa Yuki,8,3,2,0,0,0,0,.600,147,38,,28,5,3,0,2,31,0,0,10,10,2.37,Lotte Marines,
Keuchel Dallas,8,2,4,0,0,0,0,.333,170,40,,37,3,15,0,2,29,0,0,18,16,3.60,Lotte Marines,
Kikuchi Riku,20,1,0,1,2,0,0,1.000,97,24,,21,3,5,2,2,27,0,0,6,6,2.25,Lotte Marines,
Kuniyoshi Yuki,41,3,1,1,10,0,0,.750,165,41,.2,31,2,12,2,3,21,1,0,7,7,1.51,Lotte Marines,
Masuda Naoya,44,1,4,25,6,0,0,.200,172,41,.2,27,2,14,1,3,35,2,0,16,12,2.59,Lotte Marines,
Mercedes Cristopher Crisostomo,21,4,8,0,0,0,0,.333,502,126,.1,97,12,34,0,2,91,0,0,45,38,2.71,Lotte Marines,
Mima Manabu,3,0,2,0,0,0,0,.000,69,13,.1,17,2,9,1,0,8,0,0,12,11,7.43,Lotte Marines,
Nakamori Shunsuke,5,1,1,0,0,0,0,.500,103,24,,23,0,7,0,1,13,0,0,7,7,2.63,Lotte Marines,
Nakamura Toshiya,17,1,0,0,0,0,0,1.000,139,34,,30,1,9,0,1,17,0,1,14,14,3.71,Lotte Marines,
Niho Akira,8,0,0,0,0,0,0,.000,55,10,.1,20,1,5,0,1,4,0,0,18,14,12.19,Lotte Marines,
Nishimura Takahiro,17,0,0,0,7,0,0,.000,80,17,.2,18,1,10,0,0,15,3,0,13,13,6.62,Lotte Marines,
Nishino Yuji,20,9,8,0,0,1,0,.529,510,122,.1,120,8,31,1,4,77,1,0,46,44,3.24,Lotte Marines,
Ohtani Hikaru,1,0,0,0,0,0,0,.000,4,1,,1,0,0,0,0,3,0,0,0,0,0.00,Lotte Marines,
Ojima Kazuya,25,12,10,0,0,5,1,.545,671,163,.1,157,15,36,0,7,132,5,0,68,65,3.58,Lotte Marines,
Ono Fumiya,3,0,0,0,0,0,0,.000,13,3,,4,0,1,0,0,1,1,0,1,1,3.00,Lotte Marines,
Sakamoto Koshiro,37,1,2,0,11,0,0,.333,146,33,,34,3,12,2,5,34,2,0,22,21,5.73,Lotte Marines,
Sasaki Roki,18,10,5,0,0,1,0,.667,450,111,,83,2,32,1,8,129,9,0,34,29,2.35,Lotte Marines,
Sawada Keisuke,21,2,1,0,8,0,0,.667,89,20,,22,0,8,1,1,8,0,0,9,8,3.60,Lotte Marines,
Sawamura Hirokazu,39,1,2,1,15,0,0,.333,146,35,,24,3,19,1,2,26,3,0,13,13,3.34,Lotte Marines,
Suzuki Shota,51,2,2,5,27,0,0,.500,194,49,.1,32,2,18,2,1,42,1,0,7,4,0.73,Lotte Marines,
Takano Shuta,6,1,1,0,0,0,0,.500,64,14,.2,16,1,4,0,0,16,0,0,6,6,3.68,Lotte Marines,
Tanaka Haruya,4,1,1,0,0,0,0,.500,79,20,,14,2,6,0,0,17,0,0,9,4,1.80,Lotte Marines,
Taneichi Atsuki,23,7,8,0,0,2,0,.467,612,147,.1,128,5,38,0,9,148,4,1,55,50,3.05,Lotte Marines,
Yagi Akira,9,0,0,0,2,0,0,.000,45,11,,11,1,1,0,0,9,1,0,5,5,4.09,Lotte Marines,
Yokoyama Rikuto,43,3,1,3,18,0,0,.750,169,42,,27,1,13,3,5,37,2,0,8,8,1.71,Lotte Marines,
Yoshida Ryo,9,0,0,0,0,0,0,.000,51,11,.2,11,3,5,0,0,11,1,0,8,8,6.17,Lotte Marines,
Arihara Kohei,26,14,7,0,0,3,2,.667,718,182,.2,142,12,37,0,8,137,1,0,56,48,2.36,SoftBank Hawks,
Fujii Kouya,40,2,1,1,19,0,0,.667,170,40,,28,2,20,1,1,45,3,0,11,8,1.80,SoftBank Hawks,
Hasegawa Takehiro,32,4,0,0,6,0,0,1.000,108,25,.1,20,1,10,3,0,21,0,0,7,7,2.49,SoftBank Hawks,
Hernandez Darwinzon,48,3,3,3,21,0,0,.500,194,48,,34,2,14,1,6,72,1,0,13,12,2.25,SoftBank Hawks,
Higashihama Nao,11,3,2,0,0,0,0,.600,232,56,,53,7,11,1,1,39,0,0,22,21,3.38,SoftBank Hawks,
Ishikawa Shuta,15,7,2,0,0,0,0,.778,247,63,.1,51,4,12,0,5,52,2,0,18,18,2.56,SoftBank Hawks,
Iwai Shunsuke,15,1,1,1,2,0,0,.500,53,13,,10,2,2,0,1,10,0,0,6,5,3.46,SoftBank Hawks,
Kimura Hikaru,5,0,0,0,1,0,0,.000,24,6,,5,0,1,0,0,8,0,0,1,1,1.50,SoftBank Hawks,
Maeda Jun,1,1,0,0,0,0,0,1.000,20,6,,3,0,0,0,0,5,0,0,0,0,0.00,SoftBank Hawks,
Maeda Yugo,1,0,0,0,0,0,0,.000,19,3,,8,1,1,0,1,0,0,0,6,6,18.00,SoftBank Hawks,
Matayoshi Katsuki,40,1,1,0,6,0,0,.500,168,40,.2,37,2,10,2,3,24,0,0,17,16,3.54,SoftBank Hawks,
Matsumoto Haru,5,2,1,0,0,0,0,.667,63,16,,12,1,4,0,1,17,0,0,5,5,2.81,SoftBank Hawks,
Matsumoto Yuki,50,2,2,14,23,0,0,.500,198,46,.2,37,3,17,3,4,47,0,0,17,15,2.89,SoftBank Hawks,
Miura Mizuki,5,0,0,0,0,0,0,.000,22,5,,4,0,3,0,2,4,0,0,0,0,0.00,SoftBank Hawks,
Moinelo Livan,25,11,5,0,0,2,0,.688,636,163,,107,11,47,1,5,155,3,0,39,34,1.88,SoftBank Hawks,
Murata Kenichi,1,0,0,0,0,0,0,.000,5,1,,2,1,0,0,0,0,0,0,2,2,18.00,SoftBank Hawks,
Nakamura Ryota,1,0,0,0,0,0,0,.000,6,1,,3,2,0,0,0,1,0,0,2,2,18.00,SoftBank Hawks,
Ogata Shuto,12,2,0,0,3,0,0,1.000,46,11,.2,8,0,3,0,0,15,0,1,4,3,2.31,SoftBank Hawks,
Ohtsu Ryosuke,19,7,7,0,0,0,0,.500,470,119,.1,101,11,22,1,1,97,1,1,38,38,2.87,SoftBank Hawks,
Ohyama Ryo,18,1,1,0,1,0,0,.500,114,27,.2,19,2,14,0,2,23,1,0,10,10,3.25,SoftBank Hawks,
Ohzeki Tomohisa,20,8,4,0,0,0,0,.667,481,122,.1,84,10,29,0,10,77,0,0,34,34,2.50,SoftBank Hawks,
Osuna Roberto,39,0,3,24,5,0,0,.000,157,38,.1,36,3,10,0,2,23,1,0,16,16,3.76,SoftBank Hawks,
Sawayanagi Ryotaro,11,2,1,0,0,0,0,.667,42,10,.2,7,0,4,0,1,9,1,0,4,4,3.38,SoftBank Hawks,
Stewart Jr. Carter,20,9,4,0,0,0,0,.692,485,120,,79,6,51,0,5,105,2,0,29,26,1.95,SoftBank Hawks,
Sugiyama Kazuki,50,4,0,1,14,0,0,1.000,198,50,.1,28,2,22,0,1,61,1,0,10,9,1.61,SoftBank Hawks,
Taura Fumimaru,4,0,0,0,0,0,0,.000,17,3,.2,4,0,2,0,0,1,0,0,1,1,2.45,SoftBank Hawks,
Tsumori Yuki,48,5,2,0,17,0,0,.714,180,42,.1,31,1,20,2,6,38,1,0,10,10,2.13,SoftBank Hawks,
Wada Tsuyoshi,8,2,2,0,3,0,0,.500,108,26,.1,27,2,4,0,2,18,0,0,12,11,3.76,SoftBank Hawks,
Fujihira Shoma,47,0,1,1,20,0,0,.000,182,46,.1,29,4,12,2,3,58,3,0,11,9,1.75,Rakuten Eagles,
Fujii Masaru,22,11,5,0,0,0,0,.688,529,126,,138,8,29,0,7,74,3,0,45,41,2.93,Rakuten Eagles,
Hayakawa Takahisa,25,11,6,0,0,2,1,.647,690,170,.1,156,10,35,1,3,160,4,0,54,48,2.54,Rakuten Eagles,
Hinata Naoki,1,0,0,0,0,0,0,.000,5,1,,1,0,1,1,0,1,0,0,0,0,0.00,Rakuten Eagles,
Itoh Mao,6,0,0,0,1,0,0,.000,29,5,.2,7,0,4,0,2,6,0,0,5,5,7.94,Rakuten Eagles,
Kishi Takayuki,22,6,11,0,0,3,2,.353,590,143,.1,144,13,29,1,2,73,1,0,52,45,2.83,Rakuten Eagles,
Koja Tatsuki,15,5,8,0,0,0,0,.385,347,83,.1,70,10,31,1,7,58,0,0,42,40,4.32,Rakuten Eagles,
Komago Ryuji,2,0,0,0,0,0,0,.000,4,1,,1,0,0,0,1,0,0,0,0,0,0.00,Rakuten Eagles,
Matsuda Takuma,7,0,0,0,0,0,0,.000,64,15,,14,2,9,0,0,8,0,0,6,6,3.60,Rakuten Eagles,
Matsui Tomotaka,7,1,1,0,0,0,0,.500,109,22,.2,30,1,14,0,0,10,1,0,18,17,6.75,Rakuten Eagles,
Miyamori Satoshi,9,0,0,0,0,0,0,.000,34,9,,5,0,2,0,0,5,0,0,1,1,1.00,Rakuten Eagles,
Nishigaki Masaya,18,1,2,1,0,0,0,.333,96,18,,28,2,12,0,0,13,3,0,18,15,7.50,Rakuten Eagles,
Norimoto Takahiro,54,3,4,32,4,0,0,.429,223,52,,57,2,11,3,3,44,2,0,21,20,3.46,Rakuten Eagles,
Ponce Cody,15,3,6,0,0,1,0,.333,308,67,,92,6,16,0,5,56,3,0,55,50,6.72,Rakuten Eagles,
Sakai Haruto,1,0,0,0,0,0,0,.000,5,1,,1,0,2,0,0,0,0,0,0,0,0.00,Rakuten Eagles,
Sakai Tomohito,49,2,2,0,26,0,0,.500,185,46,.1,35,0,15,2,2,29,0,0,13,12,2.33,Rakuten Eagles,
Sakurai Shuto,8,0,0,0,0,0,0,.000,48,10,.2,11,0,8,1,0,9,1,0,10,10,8.44,Rakuten Eagles,
Seimiya Kotaro,3,0,0,0,0,0,0,.000,16,3,,4,0,3,0,0,1,1,0,4,4,12.00,Rakuten Eagles,
Shoji Kosei,7,1,4,0,0,0,0,.200,136,29,.2,32,4,18,0,0,26,4,0,26,23,6.98,Rakuten Eagles,
Sung Chia-Hao,41,1,2,0,17,0,0,.333,164,39,.2,41,3,7,3,2,22,1,0,15,14,3.18,Rakuten Eagles,
Suzuki Sora,49,2,0,1,24,0,0,1.000,186,48,.2,24,0,21,0,1,48,3,1,9,9,1.66,Rakuten Eagles,
Takada Koichi,5,0,1,0,0,0,0,.000,45,10,.1,13,2,3,0,0,4,0,0,8,8,6.97,Rakuten Eagles,
Takinaka Ryota,12,4,6,0,0,0,0,.400,292,71,.1,74,6,14,2,1,26,1,0,36,33,4.16,Rakuten Eagles,
Tanaka Masahiro,1,0,1,0,0,0,0,.000,23,5,,6,1,2,0,0,1,0,0,4,4,7.20,Rakuten Eagles,
Tsurusaki Taisei,14,1,1,0,0,0,0,.500,110,23,.2,36,0,5,0,3,14,0,0,19,18,6.85,Rakuten Eagles,
Turley Nik,17,0,1,1,2,0,0,.000,72,15,.1,15,2,12,0,1,13,0,0,5,5,2.93,Rakuten Eagles,
Uchi Seiryu,20,6,8,0,0,0,0,.429,464,110,.2,113,8,28,1,3,45,2,0,49,44,3.58,Rakuten Eagles,
Watanabe Shota,49,7,2,0,12,0,0,.778,201,47,.1,42,2,22,4,0,41,3,0,19,16,3.04,Rakuten Eagles,
Yoshikawa Kazuki,13,0,0,0,0,0,0,.000,97,20,,32,2,8,0,1,17,0,0,12,12,5.40,Rakuten Eagles,
Yuge Hayato,34,2,0,0,1,0,0,1.000,150,33,.1,42,1,9,1,1,28,0,0,22,22,5.94,Rakuten Eagles,
Abreu Albert,52,2,5,28,11,0,0,.286,202,49,,38,1,20,3,3,33,0,0,17,13,2.39,Seibu Lions,
Aoyama Minato,6,1,4,0,0,1,1,.200,139,32,.1,30,3,12,0,0,13,0,0,12,10,2.78,Seibu Lions,
Hada Shinnosuke,9,1,3,0,2,0,0,.250,73,16,.1,14,0,10,0,2,11,1,0,8,5,2.76,Seibu Lions,
Hamaya Shota,1,0,0,0,0,0,0,.000,15,2,.1,3,0,3,0,1,1,0,0,4,3,11.57,Seibu Lions,
Hirai Katsunori,13,0,0,0,4,0,0,.000,46,9,.2,14,1,3,0,0,6,0,0,5,5,4.66,Seibu Lions,
Honda Keisuke,31,1,4,0,10,0,0,.200,140,30,.2,36,3,14,3,1,18,4,0,16,14,4.11,Seibu Lions,
Imai Tatsuya,25,10,8,0,0,2,1,.556,712,173,.1,132,8,70,2,5,187,8,0,52,45,2.34,Seibu Lions,
Itogawa Ryota,4,0,1,0,0,0,0,.000,21,3,.2,5,0,6,0,0,1,0,0,4,4,9.82,Seibu Lions,
Kaino Hiroshi,19,0,2,0,11,0,0,.000,81,18,.1,15,2,10,2,1,15,0,0,7,6,2.95,Seibu Lions,
Mameda Taishi,15,0,1,0,0,0,0,.000,78,15,.2,22,1,11,1,0,12,2,0,12,11,6.32,Seibu Lions,
Masuda Tatsushi,13,0,2,0,3,0,0,.000,48,11,,15,1,2,1,0,5,0,0,5,5,4.09,Seibu Lions,
Matsumoto Wataru,34,1,9,0,6,0,0,.100,284,66,.1,54,11,29,1,2,41,1,0,32,29,3.93,Seibu Lions,
Mizukami Yoshinobu,29,1,1,0,6,0,0,.500,131,29,,34,1,14,0,1,13,0,0,18,17,5.28,Seibu Lions,
Nakamura Yuta,27,0,1,0,0,0,0,.000,134,32,,26,2,12,3,2,17,2,0,12,11,3.09,Seibu Lions,
Sato Shunsuke,45,2,1,0,17,0,0,.667,149,37,.1,20,1,17,1,2,31,1,0,8,7,1.69,Seibu Lions,
Sugai Shinya,8,1,2,0,1,0,0,.333,108,24,,26,4,10,0,0,22,0,0,14,14,5.25,Seibu Lions,
Sugiyama Haruki,1,0,1,0,0,0,0,.000,17,3,,5,0,0,0,1,2,1,0,6,0,0.00,Seibu Lions,
Sumida Chihiro,26,9,10,0,0,2,1,.474,719,179,.1,161,11,35,1,3,154,5,0,56,55,2.76,Seibu Lions,
Taira Kaima,22,3,2,0,9,0,0,.600,208,48,.2,44,1,21,0,5,43,1,0,11,9,1.66,Seibu Lions,
Takahashi Bo,33,2,9,0,7,0,0,.182,315,72,.2,70,4,27,2,6,48,2,0,31,26,3.22,Seibu Lions,
Takahashi Kona,15,0,11,0,0,0,0,.000,362,81,.1,94,5,24,0,6,61,3,1,39,35,3.87,Seibu Lions,
Takeuchi Natsuki,21,10,6,0,0,1,1,.625,568,145,.1,120,6,22,0,3,107,2,2,39,35,2.17,Seibu Lions,
Tamura Ichiro,28,1,0,0,1,0,0,1.000,122,29,.2,24,1,11,0,0,24,0,0,10,6,1.82,Seibu Lions,
Ueda Taiga,17,0,0,0,1,0,0,.000,99,23,.1,17,2,13,0,0,11,1,0,7,7,2.70,Seibu Lions,
Watanabe Yutaro,14,3,4,0,0,0,0,.429,366,87,.2,81,5,27,0,5,50,1,0,26,26,2.67,Seibu Lions,
Yan Jefry,37,0,0,0,2,0,0,.000,142,30,.2,32,3,19,0,2,35,5,0,21,19,5.58,Seibu Lions,
Yoza Kaito,7,1,4,0,0,0,0,.200,106,24,.1,22,4,11,0,0,13,0,0,13,13,4.81,Seibu Lions,
Fukuda Suguru,2,0,0,0,0,0,0,.000,9,2,,1,0,2,1,0,1,0,0,0,0,0.00,Nipponham Fighters,
Fukushima Ren,12,2,3,0,0,0,0,.400,249,61,,51,6,17,0,3,35,1,0,33,24,3.54,Nipponham Fighters,
Hori Mizuki,10,0,0,0,0,0,0,.000,42,8,.1,12,2,4,0,1,14,0,0,9,8,8.64,Nipponham Fighters,
Hosono Haruki,2,0,0,0,0,0,0,.000,39,9,.1,8,1,4,0,0,9,1,0,4,4,3.86,Nipponham Fighters,
Ikeda Takahide,29,2,1,0,15,0,0,.667,93,23,.2,14,4,9,0,2,22,2,0,10,10,3.80,Nipponham Fighters,
Itoh Hiromi,26,14,5,0,0,5,4,.737,710,176,.1,150,14,39,0,3,161,1,0,60,52,2.65,Nipponham Fighters,
Kagiya Yohei,1,0,0,0,0,0,0,.000,2,0,.2,0,0,0,0,0,0,0,0,0,0,0.00,Nipponham Fighters,
Kanemura Shoma,29,7,6,0,6,0,0,.538,537,136,,116,11,24,0,3,98,1,0,38,36,2.38,Nipponham Fighters,
Katoh Takayuki,27,10,9,0,0,3,2,.526,672,166,.2,174,15,17,0,1,103,2,0,55,50,2.70,Nipponham Fighters,
Kawano Ryusei,52,1,4,0,33,0,0,.200,168,42,.1,33,5,11,4,1,33,4,0,10,10,2.13,Nipponham Fighters,
Kitaura Ryuji,12,2,1,0,4,0,0,.667,52,11,.1,15,2,3,1,0,6,0,0,8,4,3.18,Nipponham Fighters,
Kitayama Koki,14,5,1,0,1,1,1,.833,320,81,.2,52,5,28,0,5,87,1,0,22,21,2.31,Nipponham Fighters,
Kuroki Yuta,2,0,0,0,0,0,0,.000,9,2,,1,0,2,0,0,1,0,0,1,1,4.50,Nipponham Fighters,
Kuroyanagi Kyosuke,5,0,0,0,0,0,0,.000,25,6,,3,1,5,0,0,1,0,0,3,3,4.50,Nipponham Fighters,
Matsuura Keito,5,0,0,0,1,0,0,.000,22,4,,4,0,6,0,0,5,0,0,3,1,2.25,Nipponham Fighters,
Miyanishi Naoki,30,0,1,0,19,0,0,.000,105,25,.2,18,2,10,2,0,24,2,0,10,6,2.10,Nipponham Fighters,
Murphy Patrick,40,1,2,0,13,0,0,.333,158,38,.2,31,2,15,1,3,30,1,0,17,14,3.26,Nipponham Fighters,
Nabatame Tsubasa,43,1,1,1,9,0,0,.500,172,41,.2,48,1,9,1,1,34,1,0,18,18,3.89,Nipponham Fighters,
Nemoto Haruka,2,0,0,0,0,0,0,.000,29,4,.1,7,0,7,0,1,4,1,0,8,7,14.54,Nipponham Fighters,
Rodriguez Bryan,10,1,1,0,3,0,0,.500,36,8,.2,9,0,2,0,0,3,0,0,2,2,2.08,Nipponham Fighters,
Saito Yukiya,25,1,1,1,5,0,0,.500,115,26,.1,23,2,12,0,0,25,3,0,6,5,1.71,Nipponham Fighters,
Sugiura Toshihiro,40,2,0,3,15,0,0,1.000,137,34,.2,24,1,12,0,1,23,4,0,8,6,1.56,Nipponham Fighters,
Suzuki Kenya,8,1,2,0,1,0,0,.333,90,23,,17,3,7,0,1,6,0,0,7,7,2.74,Nipponham Fighters,
Tanaka Eito,3,0,0,0,0,0,0,.000,22,4,,6,2,4,0,0,2,1,0,5,5,11.25,Nipponham Fighters,
Tanaka Seigi,53,4,4,20,12,0,0,.500,201,49,.2,33,4,17,2,3,47,1,0,14,12,2.17,Nipponham Fighters,
Tatsu Kota,1,1,0,0,0,0,0,1.000,18,5,,3,0,0,0,0,4,0,0,0,0,0.00,Nipponham Fighters,
Uehara Kenta,7,0,5,0,0,0,0,.000,126,25,.1,40,2,13,1,1,13,0,0,26,26,9.24,Nipponham Fighters,
VerHagen Drew,9,2,2,0,0,0,0,.500,199,49,,44,5,10,0,2,41,2,0,20,17,3.12,Nipponham Fighters,
Yamamoto Takumi,36,6,0,0,3,0,0,1.000,161,39,.2,35,2,9,1,2,30,1,0,9,8,1.82,Nipponham Fighters,
Yamasaki Sachiya,24,10,6,0,0,2,0,.625,600,147,.2,142,17,28,1,4,74,3,0,57,52,3.17,Nipponham Fighters,
Yanagawa Taisei,21,1,3,8,1,0,0,.250,93,22,,11,0,15,0,0,20,2,1,11,10,4.09,Nipponham Fighters,
Yazawa Kota,17,1,2,0,3,0,0,.333,62,13,.1,11,0,13,1,0,12,1,0,7,6,4.05,Nipponham Fighters,
Zabala Aneurys,16,0,0,1,1,0,0,.000,61,15,,7,1,8,0,1,15,0,0,4,2,1.20,Nipponham Fighters,
