Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Tokuyama Souma,17,2,6,0,0,0,346,77.1,79,6,58,44,0,5,7,36,30,3.49,5.01,4.40,1.59,100,124,115,-1.52,1.7%,16.8%,12.7%,4.1%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Yamasaki Yasuaki,1,0,0,0,0,0,4,1.0,0,0,2,2,0,0,0,0,0,0.00,5.60,4.80,2.00,999,138,126,-5.60,0.0%,50.0%,50.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,EL
Akahoshi Yuji,4,2,0,0,0,0,71,18.0,17,2,11,2,0,1,0,6,6,3.00,4.32,3.53,1.06,122,101,92,-1.32,2.8%,15.5%,2.8%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Andriese Matt,10,5,0,0,0,0,178,44.1,40,1,38,10,0,1,2,12,10,2.03,2.92,3.23,1.13,181,69,85,-0.89,0.6%,21.3%,5.6%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
De La Rosa Rubby,10,1,0,1,0,0,47,11.0,14,0,9,1,0,0,0,4,4,3.27,2.23,3.10,1.36,112,52,81,1.04,0.0%,19.1%,2.1%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Hatake Seishu,6,1,0,0,0,0,43,11.0,8,0,8,3,0,0,0,3,3,2.45,2.96,3.64,1.00,150,70,95,-0.51,0.0%,18.6%,7.0%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Heinai Ryuta,5,1,0,0,0,0,22,4.0,8,0,4,0,0,0,1,5,5,11.25,1.60,2.98,2.00,33,38,78,9.65,0.0%,18.2%,0.0%,18.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Horioka Hayato,30,3,3,1,0,0,192,41.1,44,0,48,26,0,1,1,20,13,2.83,3.23,3.65,1.69,130,76,96,-0.40,0.0%,25.0%,13.5%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Hotta Kenshin,13,2,6,0,0,0,256,59.0,58,5,53,32,0,2,4,31,31,4.73,4.63,3.98,1.53,78,109,104,0.10,2.0%,20.7%,12.5%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Imamura Nobutaka,1,0,0,0,0,0,4,1.0,1,0,1,0,0,0,0,0,0,0.00,1.60,2.30,1.00,999,38,60,-1.60,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Inoh Shoichi,28,4,2,0,0,0,206,51.1,43,2,50,11,0,1,1,25,21,3.68,2.86,2.91,1.05,100,67,76,0.82,1.0%,24.3%,5.3%,19.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Inoue Haruto,7,0,1,0,0,0,131,30.0,35,3,36,6,0,2,2,16,16,4.80,3.30,2.51,1.37,77,77,66,1.50,2.3%,27.5%,4.6%,22.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ishita Hayato,2,0,0,0,0,0,23,4.0,6,0,5,6,0,0,1,5,5,11.25,5.60,5.23,3.00,33,132,137,5.65,0.0%,21.7%,26.1%,-4.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kagiya Yohei,13,0,1,0,0,0,51,11.2,12,0,11,4,0,0,0,6,6,4.63,2.74,3.43,1.37,79,64,90,1.89,0.0%,21.6%,7.8%,13.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kamouchi Eiji,1,0,0,0,0,0,3,1.0,0,0,0,0,0,0,0,0,0,0.00,3.60,4.80,0.00,999,85,126,-3.60,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kasashima Naoki,16,0,1,0,0,0,77,16.2,22,0,6,10,0,2,1,10,9,4.86,5.04,5.32,1.92,76,118,139,-0.18,0.0%,7.8%,13.0%,-5.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kawasaki Haruto,2,0,2,0,0,0,22,4.0,8,1,3,4,0,0,0,4,4,9.00,8.35,5.25,3.00,41,196,137,0.65,4.5%,13.6%,18.2%,-4.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kikuchi Taiki,39,2,0,11,0,0,179,44.2,32,2,66,15,0,0,1,12,12,2.42,2.23,1.95,1.05,152,52,51,0.19,1.1%,36.9%,8.4%,28.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kinoshita Motoya,14,3,5,0,0,0,266,59.0,67,4,42,25,0,4,0,33,31,4.73,4.53,4.16,1.56,78,106,109,0.20,1.5%,15.8%,9.4%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Krol Ian,2,0,0,0,0,0,6,2.0,0,0,2,0,0,0,0,0,0,0.00,1.60,1.47,0.00,999,38,38,-1.60,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kuwahara Takuya,3,0,0,0,0,0,13,3.0,2,0,3,1,0,1,1,2,2,6.00,3.60,3.26,1.00,61,85,85,2.40,0.0%,23.1%,7.7%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Kyomoto Makoto,1,1,0,0,0,0,17,5.0,1,0,3,2,0,0,0,0,0,0.00,3.60,4.21,0.60,999,85,110,-3.60,0.0%,17.6%,11.8%,5.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Mercedes CC,1,0,0,0,0,0,7,2.0,2,0,3,0,0,0,0,0,0,0.00,0.60,0.51,1.00,999,14,13,-0.60,0.0%,42.9%,0.0%,42.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Missaki Daniel,5,0,1,0,0,0,45,11.0,6,1,13,6,0,2,0,3,3,2.45,4.60,3.24,1.09,150,108,85,-2.15,2.2%,28.9%,13.3%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Naoe Daisuke,17,3,1,0,0,0,291,64.2,80,5,40,22,0,3,2,43,38,5.29,4.52,4.18,1.58,69,106,109,0.77,1.7%,13.7%,7.6%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Numata Shohei,26,2,4,3,0,0,108,26.0,21,2,30,7,0,2,0,14,11,3.81,3.33,2.67,1.08,96,78,70,0.48,1.9%,27.8%,6.5%,21.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohe Ryusei,38,0,0,0,0,0,134,30.1,24,1,39,21,0,5,1,12,12,3.56,4.02,3.46,1.48,103,94,91,-0.46,0.7%,29.1%,15.7%,13.4%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Ohta Ryu,11,1,0,0,0,0,58,12.2,11,1,9,11,0,1,0,8,8,5.68,6.04,5.14,1.74,65,142,135,-0.36,1.7%,15.5%,19.0%,-3.5%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sakurai Toshiki,35,5,0,0,0,0,200,49.2,42,2,49,15,0,0,4,15,13,2.36,3.05,3.10,1.15,156,72,81,-0.69,1.0%,24.5%,7.5%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Shiroki Yamato,4,0,2,0,0,0,43,9.2,13,3,5,2,0,0,0,7,6,5.59,7.22,4.10,1.55,66,170,107,-1.63,7.0%,11.6%,4.7%,6.9%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Shoemaker Matt,5,2,2,0,0,0,116,28.0,28,2,16,11,0,1,0,12,10,3.21,4.67,4.37,1.39,114,110,114,-1.46,1.7%,13.8%,9.5%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Sugano Tomoyuki,1,0,0,0,0,0,11,2.0,3,2,1,2,0,1,0,4,4,18.00,20.10,5.71,2.50,20,472,149,-2.10,18.2%,9.1%,18.2%,-9.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Suzuki Yu,5,0,0,0,0,0,25,6.0,2,0,6,5,0,0,1,3,3,4.50,4.10,4.40,1.17,82,96,115,0.40,0.0%,24.0%,20.0%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takagi Kyosuke,18,1,1,1,0,0,68,18.1,8,0,18,5,0,0,0,3,3,1.47,2.45,2.89,0.71,250,58,76,-0.98,0.0%,26.5%,7.4%,19.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Takahashi Yuki,12,3,3,0,0,0,246,57.0,56,7,52,18,0,5,3,30,28,4.42,4.58,3.42,1.30,83,108,90,-0.16,2.8%,21.1%,7.3%,13.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanaka Toyoki,1,0,0,0,0,0,6,1.0,3,0,0,0,0,0,0,2,2,18.00,3.60,4.80,3.00,20,85,126,14.40,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tanioka Tappei,18,0,2,4,0,0,69,17.0,15,2,15,6,0,0,0,4,3,1.59,4.42,3.50,1.24,231,104,92,-2.83,2.9%,21.7%,8.7%,13.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Toda Natsuki,26,2,0,0,0,0,228,51.2,57,4,49,17,0,3,1,24,19,3.31,3.87,3.40,1.43,111,91,89,-0.56,1.8%,21.5%,7.5%,14.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tomida Ryu,5,0,0,0,0,0,20,3.0,5,0,3,6,0,0,2,7,7,21.00,7.60,6.30,3.67,17,178,165,13.40,0.0%,15.0%,30.0%,-15.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Tone Chiaki,44,5,3,1,0,0,211,47.1,45,5,40,28,0,2,2,23,20,3.80,5.18,4.23,1.54,97,122,111,-1.38,2.4%,19.0%,13.3%,5.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Vieira Thyago,20,0,0,2,0,0,75,20.0,12,1,28,7,0,0,1,2,2,0.90,2.50,2.00,0.95,408,59,52,-1.60,1.3%,37.3%,9.3%,28.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamada Ryusei,9,0,2,0,0,0,102,19.2,23,1,12,25,0,0,3,19,19,8.69,6.85,6.07,2.44,42,161,159,1.84,1.0%,11.8%,24.5%,-12.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamaguchi Shun,23,1,2,3,0,0,128,29.0,32,3,31,9,0,1,5,14,13,4.03,3.84,3.08,1.41,91,90,81,0.19,2.3%,24.2%,7.0%,17.2%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamamoto Itsuki,14,4,4,0,0,0,267,61.1,54,7,48,34,0,5,4,34,27,3.96,5.42,4.28,1.43,93,127,112,-1.46,2.6%,18.0%,12.7%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamasaki Iori,2,1,0,0,0,0,36,10.0,6,0,6,2,0,0,0,0,0,0.00,3.00,3.69,0.80,999,70,97,-3.00,0.0%,16.7%,5.6%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yamasaki Yusuke,3,1,0,0,0,0,33,7.0,8,0,4,3,0,1,0,2,2,2.57,4.17,4.50,1.57,143,98,118,-1.60,0.0%,12.1%,9.1%,3.0%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yokogawa Kai,25,7,2,0,1,0,366,89.1,85,8,65,26,0,3,3,32,26,2.62,4.28,3.73,1.24,140,101,98,-1.66,2.2%,17.8%,7.1%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Yonahara Hirotaka,25,0,2,0,0,0,115,29.2,23,2,21,4,0,3,4,10,7,2.12,3.76,3.32,0.91,173,88,87,-1.64,1.7%,18.3%,3.5%,14.8%,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,EL
Cole A.J.,6,0,2,0,0,0,51,14.1,8,1,12,2,0,0,0,4,4,2.51,3.25,2.84,0.70,147,76,74,-0.74,2.0%,23.5%,3.9%,19.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Hara Juri,1,0,1,0,0,0,22,5.0,9,0,2,0,0,0,0,4,4,7.20,2.80,3.89,1.80,51,65,102,4.40,0.0%,9.1%,0.0%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Hasegawa Hiroki,14,1,0,1,0,0,60,14.0,12,1,8,6,0,0,2,6,6,3.86,4.67,4.47,1.29,96,109,117,-0.81,1.7%,13.3%,10.0%,3.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Hoshi Tomoya,29,3,5,3,0,0,204,47.0,51,3,29,16,0,1,2,21,19,3.64,4.28,4.16,1.43,101,100,109,-0.64,1.5%,14.2%,7.8%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ichikawa Yuta,19,5,6,0,0,0,394,88.1,105,8,60,29,0,7,2,51,41,4.18,4.64,4.01,1.52,88,108,105,-0.46,2.0%,15.2%,7.4%,7.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ishikawa Masanori,2,0,0,0,0,0,24,6.0,6,1,3,0,0,1,0,1,1,1.50,5.26,3.55,1.00,246,123,93,-3.76,4.2%,12.5%,0.0%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ishiyama Taichi,11,1,1,0,0,0,48,12.0,12,4,9,2,0,0,0,6,6,4.50,6.93,3.34,1.17,82,162,87,-2.43,8.3%,18.8%,4.2%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kanakubo Yuto,17,4,7,0,0,0,383,86.1,93,8,61,33,0,3,10,45,41,4.27,4.64,4.07,1.46,86,108,107,-0.37,2.1%,15.9%,8.6%,7.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Katekaru Kouta,16,1,2,0,0,0,119,22.2,32,4,11,19,0,1,5,22,21,8.34,7.57,5.47,2.25,44,177,143,0.77,3.4%,9.2%,16.0%,-6.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kizawa Naofumi,1,0,0,0,0,0,4,1.0,0,0,1,1,0,0,0,0,0,0.00,4.60,4.80,1.00,999,107,126,-4.60,0.0%,25.0%,25.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Konno Ryuta,5,0,0,1,0,0,18,5.0,1,0,4,0,0,1,0,0,0,0.00,2.60,2.58,0.20,999,61,68,-2.60,0.0%,22.2%,0.0%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kozawa Reiji,25,1,1,8,0,0,117,30.2,12,2,34,11,0,1,3,5,5,1.47,3.40,2.83,0.75,251,79,74,-1.93,1.7%,29.1%,9.4%,19.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Kubo Takuma,23,3,0,1,0,0,139,30.1,25,1,29,16,0,6,0,17,17,5.04,4.29,3.86,1.35,73,100,101,0.75,0.7%,20.9%,11.5%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Maruyama Shota,20,5,5,0,0,0,318,73.1,77,7,61,31,0,1,6,46,41,5.03,4.48,3.86,1.47,73,105,101,0.55,2.2%,19.2%,9.7%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Miyadai Kohei,29,2,1,0,0,0,165,37.0,37,1,40,18,0,5,4,12,11,2.68,3.65,3.47,1.49,138,85,91,-0.97,0.6%,24.2%,10.9%,13.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ohnishi Hiroki,4,0,0,1,0,0,18,4.0,5,0,1,0,0,0,0,2,1,2.25,3.10,4.24,1.25,164,72,111,-0.85,0.0%,5.6%,0.0%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Ohshita Yuma,12,1,0,1,0,0,52,14.0,9,0,14,3,0,1,0,1,1,0.64,2.45,2.68,0.86,577,57,70,-1.81,0.0%,26.9%,5.8%,21.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sakamoto Koshiro,20,0,0,6,0,0,74,18.2,10,0,22,7,0,2,2,1,1,0.48,2.69,2.77,0.91,769,63,73,-2.21,0.0%,29.7%,9.5%,20.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Shibata Daichi,29,0,0,1,0,0,133,30.2,21,5,24,20,0,2,3,18,16,4.70,6.30,4.50,1.34,79,147,118,-1.60,3.8%,18.0%,15.0%,3.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Shimizu Noboru,4,0,0,0,0,0,18,4.0,4,0,3,2,0,0,0,1,1,2.25,3.60,4.24,1.50,164,84,111,-1.35,0.0%,16.7%,11.1%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Shimo Shinnosuke,16,4,4,0,0,0,295,68.1,61,2,55,39,0,4,3,32,26,3.42,4.25,4.26,1.46,108,99,112,-0.83,0.7%,18.6%,13.2%,5.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sneed Cy,1,0,0,0,0,0,19,5.0,4,1,4,0,0,0,0,1,1,1.80,4.60,2.69,0.80,205,107,70,-2.80,5.3%,21.1%,0.0%,21.1%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Suarez Andrew,15,3,3,0,0,0,221,55.1,47,6,53,14,0,0,1,22,20,3.25,3.85,3.04,1.10,114,90,80,-0.60,2.7%,24.0%,6.3%,17.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Sugiyama Koki,41,5,3,0,0,0,251,54.1,55,3,40,24,0,7,8,30,22,3.64,4.55,4.16,1.45,101,106,109,-0.91,1.2%,15.9%,9.6%,6.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Suzuki Yuta,34,4,2,0,0,0,173,41.0,32,4,15,25,1,3,2,20,18,3.95,6.18,5.38,1.39,93,144,141,-2.23,2.3%,8.7%,14.5%,-5.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Taguchi Kazuto,1,0,0,0,0,0,3,1.0,0,0,2,0,0,0,0,0,0,0.00,-0.40,-1.87,0.00,999,-9,-49,0.40,0.0%,66.7%,0.0%,66.7%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Takahashi Keiji,1,0,0,0,0,0,13,3.0,4,0,4,0,0,0,0,3,3,9.00,0.93,1.72,1.33,41,22,45,8.07,0.0%,30.8%,0.0%,30.8%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Takanashi Hirotoshi,2,0,0,0,0,0,23,6.0,4,0,3,2,0,0,1,0,0,0.00,3.60,4.37,1.00,999,84,114,-3.60,0.0%,13.0%,8.7%,4.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Takeyama Hyuga,5,0,0,0,0,0,50,10.0,9,1,5,9,0,3,3,6,6,5.40,7.50,5.60,1.80,68,175,147,-2.10,2.0%,10.0%,18.0%,-8.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Terashima Naruki,30,1,7,0,0,0,303,65.1,78,8,43,40,1,2,5,53,47,6.47,5.80,4.70,1.81,57,136,123,0.67,2.6%,14.2%,13.2%,1.0%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Umeno Yugo,8,0,0,2,0,0,49,11.0,10,2,11,6,0,0,0,10,10,8.18,5.60,3.78,1.45,45,131,99,2.58,4.1%,22.4%,12.2%,10.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yamamoto Daiki,9,1,3,1,0,0,68,14.1,15,1,13,6,1,2,2,12,7,4.40,4.36,3.77,1.47,84,102,99,0.04,1.5%,19.1%,8.8%,10.3%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yamano Taichi,6,1,1,0,0,0,30,6.1,5,1,7,8,0,0,1,5,5,7.11,7.23,5.13,2.05,52,169,134,-0.12,3.3%,23.3%,26.7%,-3.4%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yamashita Hikaru,6,3,0,0,0,0,94,22.2,19,0,11,8,1,1,1,8,4,1.59,3.82,4.48,1.19,232,89,117,-2.23,0.0%,11.7%,8.5%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Yoshida Daiki,15,5,2,0,1,0,302,74.1,66,2,50,21,0,3,1,24,20,2.42,3.57,3.84,1.17,153,83,101,-1.15,0.7%,16.6%,7.0%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,EL
Alvarez Frank,7,0,0,0,0,0,34,8.0,7,0,8,2,0,1,0,3,3,3.38,2.72,3.04,1.12,112,62,80,0.66,0.0%,23.5%,5.9%,17.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Fuku Hiroto,15,0,1,0,0,0,63,16.1,13,1,21,2,0,2,0,4,4,2.20,2.56,1.78,0.92,173,58,47,-0.36,1.6%,33.3%,3.2%,30.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Fukushima Shota,18,6,6,0,0,0,396,87.1,89,5,67,56,0,2,3,55,52,5.36,4.80,4.52,1.66,71,109,118,0.56,1.3%,16.9%,14.1%,2.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Fukutani Koji,15,1,6,0,0,0,304,69.0,80,4,35,19,0,4,3,38,28,3.65,4.34,4.27,1.43,104,99,112,-0.69,1.3%,11.5%,6.2%,5.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Hashimoto Yuki,23,1,4,0,1,0,289,65.1,59,2,52,37,1,5,4,34,33,4.55,4.33,4.28,1.47,84,98,112,0.22,0.7%,18.0%,12.8%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishida KentoMarc,48,2,3,13,0,0,239,52.2,54,5,59,22,1,3,3,23,19,3.25,4.01,3.25,1.44,117,91,85,-0.76,2.1%,24.7%,9.2%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishikawa Sho,14,0,1,0,0,0,80,12.1,21,1,13,21,0,1,2,20,18,13.14,7.89,5.80,3.41,29,179,152,5.25,1.2%,16.2%,26.2%,-10.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ishimori Taisei,17,0,1,0,0,0,99,21.1,21,2,14,20,1,0,4,15,15,6.33,6.31,5.41,1.92,60,143,142,0.02,2.0%,14.1%,20.2%,-6.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kasahara Shotaro,9,1,4,0,0,0,179,41.0,44,7,32,14,0,3,2,23,21,4.61,5.50,3.79,1.41,82,125,99,-0.89,3.9%,17.9%,7.8%,10.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kato Tsubasa,12,1,0,0,0,0,49,8.2,7,0,7,16,0,0,1,8,8,8.31,7.52,6.64,2.65,46,171,174,0.79,0.0%,14.3%,32.7%,-18.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Katsuno Akiyoshi,2,0,0,0,0,0,44,10.2,9,1,12,1,0,1,0,3,3,2.53,3.13,2.30,0.94,150,71,60,-0.60,2.3%,27.3%,2.3%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Kondo Ren,3,0,0,0,0,0,17,2.1,6,1,1,5,0,0,1,7,6,23.14,14.74,7.15,4.71,16,335,187,8.40,5.9%,5.9%,29.4%,-23.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsuba Takahiro,2,0,0,0,0,0,40,8.0,14,1,6,3,0,0,0,8,7,7.88,4.85,4.05,2.12,48,110,106,3.03,2.5%,15.0%,7.5%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsuda Hiroaki,26,0,3,0,0,0,234,48.0,52,4,28,40,0,5,4,42,38,7.13,6.33,5.31,1.92,53,144,139,0.80,1.7%,12.0%,17.1%,-5.1%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Matsukihira Yuta,12,1,5,0,0,0,213,46.0,39,3,20,35,0,4,5,29,25,4.89,6.12,5.50,1.61,78,139,144,-1.23,1.4%,9.4%,16.4%,-7.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Mori Hiroto,18,1,0,1,0,0,85,20.0,14,1,24,10,0,1,0,8,8,3.60,3.50,3.15,1.20,106,79,82,0.10,1.2%,28.2%,11.8%,16.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Neo Akira,1,0,0,0,0,0,5,0.2,3,0,1,0,0,0,0,1,1,13.50,0.60,2.80,4.50,28,14,73,12.90,0.0%,20.0%,0.0%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ogasawara Shinnosuke,1,0,0,0,0,0,7,2.0,0,0,2,1,0,0,0,0,0,0.00,3.10,3.37,0.50,999,70,88,-3.10,0.0%,28.6%,14.3%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ohmine Yuta,11,1,2,1,0,0,98,21.0,27,0,13,6,0,0,1,12,9,3.86,3.22,4.09,1.57,98,73,107,0.64,0.0%,13.3%,6.1%,7.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Okada Toshiya,36,3,5,0,1,0,327,73.2,73,8,70,30,0,2,4,43,30,3.67,4.41,3.58,1.40,104,100,94,-0.74,2.4%,21.4%,9.2%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Okano Yuichiro,13,4,5,0,0,0,283,68.0,73,4,52,12,0,1,1,32,28,3.71,3.40,3.39,1.25,102,77,89,0.31,1.4%,18.4%,4.2%,14.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Satoh Yu,49,2,2,6,0,0,209,47.2,46,3,45,18,2,2,3,21,21,3.97,3.78,3.51,1.34,96,86,92,0.19,1.4%,21.5%,8.6%,12.9%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
