                 Pitcher  G  W  L  SV  CG  SHO  BF    IP   H  HR  SO  BB  IBB  HB  WP   R  ER    ERA    FIP  kwERA  WHIP ERA+ FIP- kwERA-    Diff    HR%      K%    BB%   K-BB% Age  T                Team League
95          Toda Natsuki  4  1  0   0   0    0  31   8.0   6   0   7   2    0   0   0   2   1   1.13   2.46   3.19  1.00  224   75     86   -1.33   0.0%   22.6%   6.5%   16.1%  24  R      Yomiuri Giants     EL
96         Yamasaki Iori  1  0  0   0   0    0  16   4.0   5   0   3   0    0   0   0   1   1   2.25   1.96   2.92  1.25  113   59     78    0.29   0.0%   18.8%   0.0%   18.8%  26  R      Yomiuri Giants     EL
97          Yokogawa Kai  1  1  0   0   0    0  27   7.0   6   0   4   1    0   0   0   0   0   0.00   2.75   3.69  1.00  999   83     99   -2.75   0.0%   14.8%   3.7%   11.1%  24  L      Yomiuri Giants     EL
98           Avila Pedro  2  0  0   0   0    0  22   4.0   3   0   2   6    0   1   0   1   1   2.25   7.71   6.62  2.25  118  222    177   -5.46   0.0%    9.1%  27.3%  -18.2%  28  R     Yakult Swallows     EL
99             Hara Juri  2  0  0   0   0    0  10   2.0   5   0   0   0    0   0   0   2   2   9.00   3.46   4.80  2.50   30  100    129    5.54   0.0%    0.0%   0.0%    0.0%  31  R     Yakult Swallows     EL
100          Hirosawa Yu  1  0  0   0   0    0   4   1.0   2   0   0   0    0   0   0   0   0   0.00   3.46   4.80  2.00  999  100    129   -3.46   0.0%    0.0%   0.0%    0.0%  24  R     Yakult Swallows     EL
101         Hoshi Tomoya  2  0  0   0   0    0   8   2.0   0   0   2   2    0   0   0   0   0   0.00   4.46   4.80  1.00  999  129    129   -4.46   0.0%   25.0%  25.0%    0.0%  31  R     Yakult Swallows     EL
102    Ishikawa Masanori  1  1  0   0   0    0  19   5.0   4   2   5   1    0   0   0   2   2   3.60   7.26   2.69  1.00   74  209     72   -3.66  10.5%   26.3%   5.3%   21.0%  45  L     Yakult Swallows     EL
103         Kozawa Reiji  2  1  0   0   0    0   7   2.0   1   0   1   0    0   0   0   0   0   0.00   2.46   3.37  0.50  999   71     90   -2.46   0.0%   14.3%   0.0%   14.3%  27  R     Yakult Swallows     EL
104        Lambert Peter  1  0  0   1   0    0  10   3.0   1   0   4   0    0   0   0   0   0   0.00   0.79   0.80  0.33  999   23     21   -0.79   0.0%   40.0%   0.0%   40.0%  28  R     Yakult Swallows     EL
105       Maruyama Shota  3  0  1   0   0    0  14   2.1   4   0   1   2    0   0   1   3   2   7.71   5.17   5.51  2.57   35  149    148    2.54   0.0%    7.1%  14.3%   -7.2%  26  R     Yakult Swallows     EL
106       Miyagawa Tetsu  2  0  0   0   0    0  10   2.0   2   1   2   2    0   0   0   3   3  13.50  10.96   4.80  2.00   20  316    129    2.54  10.0%   20.0%  20.0%    0.0%  29  R     Yakult Swallows     EL
107     Nishihama Yuhsei  2  0  0   0   0    0   7   2.0   1   0   3   0    0   0   0   0   0   0.00   0.46   0.51  0.50  999   13     14   -0.46   0.0%   42.9%   0.0%   42.9%  22  R     Yakult Swallows     EL
108        Numata Shohei  3  0  0   0   0    0  11   3.0   2   0   0   0    0   0   0   0   0   0.00   3.46   4.80  0.67  999  100    129   -3.46   0.0%    0.0%   0.0%    0.0%  25  R     Yakult Swallows     EL
109       Ogawa Yasuhiro  2  1  0   0   0    0  37  11.0   5   0   8   0    0   0   0   0   0   0.00   2.01   2.64  0.45  999   58     71   -2.01   0.0%   21.6%   0.0%   21.6%  35  R     Yakult Swallows     EL
110       Ohnishi Hiroki  3  0  0   2   0    0   9   3.0   0   0   1   1    0   0   0   0   0   0.00   3.79   4.80  0.33  999  109    129   -3.79   0.0%   11.1%  11.1%    0.0%  27  R     Yakult Swallows     EL
111      Sakamoto Takumi  1  0  1   0   0    0   5   1.0   2   0   0   0    0   0   1   1   1   9.00   3.46   4.80  2.00   30  100    129    5.54   0.0%    0.0%   0.0%    0.0%  20  L     Yakult Swallows     EL
112         Satoh Takuma  2  0  0   0   0    0   6   1.1   1   0   3   0    0   0   1   0   0   0.00  -1.04  -0.20  0.75  999  -30     -5    1.04   0.0%   50.0%   0.0%   50.0%  25  L     Yakult Swallows     EL
